Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,131,60,1
1,2,1,278.05,93.581,2
1,3,-1,252.58,194.08,3
1,4,-1,289.69,93.849,4
1,5,-1,248.57,178.13,5
1,6,-1,238.18,190.64,6
1,7,-1,282.21,83.77,7
2,1,1,131,60,1
2,2,1,259.89,87.145,2
2,3,-1,233.13,188.05,3
2,4,-1,272.31,86.722,4
2,5,-1,230.57,172.07,5
2,6,-1,220.46,182.73,6
2,7,-1,264.49,77.316,7
3,1,1,131,60,1
3,2,-1,266.8,85.14,2
3,3,-1,240.69,186.51,3
3,4,-1,279.81,85.173,4
3,5,-1,238.17,169.25,5
3,6,-1,226.58,181.32,6
3,7,-1,270.68,75.165,7
4,1,1,131,60,1
4,2,-1,269.17,85.547,2
4,3,-1,243.91,187.95,3
4,4,-1,282.72,85.95,4
4,5,-1,241.42,169.19,5
4,6,-1,229.91,181.52,6
4,7,-1,273.59,75.747,7
5,1,1,131,60,1
5,2,-1,266.84,86,2
5,3,-1,241.99,188.44,3
5,4,-1,280.64,85.789,4
5,5,-1,239.42,169.28,5
5,6,-1,227.92,182.31,6
5,7,-1,270.47,75.796,7
6,1,1,131,60,1
6,2,-1,269.98,87.948,2
6,3,-1,244.54,191.16,3
6,4,-1,283.12,87.984,4
6,5,-1,241.97,171.83,5
6,6,-1,230.03,184.15,6
6,7,-1,273.17,77.345,7
7,1,1,133,45,1
7,2,-1,284.81,92.667,2
7,3,-1,259.52,193.73,3
7,4,-1,298.56,91.361,4
7,5,-1,257.44,176.08,5
7,6,-1,245.26,188.3,6
7,7,-1,289.61,81,7
7,8,-1,265.38,184.38,8
8,1,1,133,45,1
8,2,-1,280,88.061,2
8,3,-1,255.88,188.13,3
8,4,-1,295.41,87.088,4
8,5,-1,253.57,170.42,5
8,6,-1,240.25,182.99,6
8,7,-1,285.64,76.13,7
8,8,1,263,179.81,8
9,1,1,133,45,1
9,2,-1,277.99,84.087,2
9,3,-1,254.57,183.97,3
9,4,-1,294.03,82.814,4
9,5,-1,252.43,166.41,5
9,6,-1,239.07,179.33,6
9,7,-1,284.99,72.143,7
9,8,-1,262.03,173.16,8
10,1,1,133,45,1
10,2,-1,277.5,86.981,2
10,3,-1,253.25,186.57,3
10,4,-1,292.61,85.5,4
10,5,-1,252.67,167.3,5
10,6,-1,237.34,184.68,6
10,7,-1,282.22,74.035,7
10,8,1,263.06,174.83,8
10,9,-1,241.46,172.59,9
11,1,1,133,45,1
11,2,-1,277.4,82.854,2
11,3,-1,255.89,183.84,3
11,4,-1,293.63,81.478,4
11,5,-1,251.53,164.19,5
11,6,-1,239.16,177.01,6
11,7,-1,280.92,69.123,7
11,8,-1,260.11,174.39,8
11,9,-1,234.13,164.43,9
11,10,-1,290.91,71.848,10
12,1,1,133,45,1
12,2,-1,274.95,86.969,2
12,3,-1,257.42,190.33,3
12,4,-1,291.95,84.953,4
12,5,-1,248.06,168.54,5
12,6,-1,234.26,179.74,6
12,7,-1,278.94,72.873,7
12,8,-1,259.04,179,8
12,9,-1,232.78,166.04,9
12,10,-1,289.94,72.338,10
12,11,-1,245.42,185.69,11
13,1,1,133,45,1
13,2,-1,276.04,86.134,2
13,3,-1,258.3,188.72,3
13,4,-1,293.16,84.391,4
13,5,-1,250.95,168,5
13,6,-1,234.12,179.7,6
13,7,-1,279.26,71.571,7
13,8,-1,263.57,175.23,8
13,9,-1,234.75,165.99,9
13,10,-1,291.83,70.507,10
13,11,-1,248.15,182.53,11
14,1,1,133,45,1
14,2,-1,276.67,85.753,2
14,3,-1,255.8,186.57,3
14,4,-1,293.84,84.518,4
14,5,-1,249.85,167.95,5
14,6,-1,238.29,181.19,6
14,7,-1,279.81,71.465,7
14,8,-1,263.91,174.33,8
14,9,-1,235.88,160.21,9
14,10,-1,292.98,70.025,10
14,11,-1,244.02,193.99,11
14,12,-1,233.33,171.04,12
15,1,1,133,45,1
15,2,-1,275.49,86.688,2
15,3,-1,254.38,186.98,3
15,4,-1,293.07,85.693,4
15,5,-1,249.03,169.05,5
15,6,-1,237.36,181.91,6
15,7,-1,277.03,72.431,7
15,8,-1,263.1,174.51,8
15,9,-1,234.96,158.31,9
15,10,-1,291.25,70.32,10
15,11,-1,243.24,195.76,11
15,12,-1,228.12,171.89,12
15,13,-1,283.7,63.157,13
16,1,1,133,45,1
16,2,-1,276.39,87.669,2
16,3,-1,255.01,187.48,3
16,4,-1,293.12,87.831,4
16,5,-1,249.51,171.01,5
16,6,-1,236.67,183.46,6
16,7,-1,277.32,74.246,7
16,8,1,264.94,174.8,8
16,9,-1,236.04,161.64,9
16,10,-1,290.79,72.62,10
16,11,-1,242.35,198.47,11
16,12,-1,225.9,173.5,12
16,13,-1,283.09,62.221,13
16,14,-1,264.95,92.418,14
17,1,1,133,46,1
17,2,-1,278.22,84.018,2
17,3,-1,256.28,185.62,3
17,4,-1,293.81,85.027,4
17,5,-1,249.95,166.46,5
17,6,1,239.27,181.12,6
17,7,-1,275.66,71.311,7
17,8,-1,265.08,171.76,8
17,9,-1,236.18,158.25,9
17,10,-1,290.61,69.574,10
17,11,-1,238.82,196.51,11
17,12,-1,225.97,171.52,12
17,13,-1,283,59.929,13
17,14,-1,264.99,90.589,14
17,15,-1,248.06,193.04,15
18,1,1,146,55,1
18,2,-1,278.39,87.672,2
