Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,266,229,1
1,2,1,265.68,107.32,2
1,3,-1,416.27,227.89,3
1,4,-1,221.15,331.76,4
1,5,-1,126.74,209.4,5
1,6,-1,253.99,107.78,6
1,7,-1,111.68,102.12,7
1,8,-1,124.96,101.08,8
1,9,-1,139.19,204.14,9
1,10,-1,107.06,93.657,10
2,1,1,266,229,1
2,2,-1,250.1,90.867,2
2,3,-1,400.3,212.72,3
2,4,-1,205.55,317.6,4
2,5,-1,110.94,194.36,5
2,6,-1,237.98,92.237,6
2,7,-1,95.552,86.861,7
2,8,-1,108.16,84.989,8
2,9,-1,123.18,188.92,9
3,1,1,266,229,1
3,2,-1,256.36,93.25,2
3,3,-1,405.97,215.2,3
3,4,-1,212.46,317.96,4
3,5,-1,116.38,196.32,5
3,6,-1,244.23,94.571,6
3,7,-1,101.22,89.465,7
3,8,-1,114.87,87.269,8
3,9,-1,129.51,190.81,9
3,10,-1,96.9,80.967,11
4,1,1,266,229,1
4,2,-1,258.04,92.872,2
4,3,-1,407.5,215.23,3
4,4,-1,213.23,319.01,4
4,5,-1,118.39,196.84,5
4,6,-1,245.83,94.864,6
4,7,-1,102.65,90.326,7
4,8,-1,116.7,87.851,8
4,9,-1,131.35,190.96,9
4,10,-1,98.763,80.842,11
5,1,1,266,229,1
5,2,-1,257.29,92.145,2
5,3,-1,406.86,212.87,3
5,4,-1,212.96,318.2,4
5,5,-1,117.68,196.62,5
5,6,-1,244.76,93.4,6
5,7,-1,101.61,88.152,7
5,8,-1,115.62,85.621,8
5,9,-1,130.94,189.9,9
5,10,-1,98,78.967,11
6,1,1,257,251,1
6,2,-1,257.68,93.762,2
6,3,-1,407.4,215.5,3
6,4,-1,213.21,319.92,4
6,5,-1,117.72,196.44,5
6,6,-1,244.94,95.29,6
6,7,-1,101.92,92.614,7
6,8,-1,116.99,88.451,8
6,9,-1,131.03,192.14,9
6,10,-1,99.449,82.673,11
7,1,1,260,244,1
7,2,-1,277.88,98.421,2
7,3,-1,426.77,220.65,3
7,4,-1,232.76,325.28,4
7,5,-1,137.18,202,5
7,6,-1,264.76,100.79,6
7,7,-1,122.02,97.84,7
7,8,-1,136.79,93.229,8
7,9,-1,151.23,197.14,9
7,10,-1,117.45,86.127,11
7,11,-1,235,313.89,12
8,1,1,260,244,1
8,2,-1,274.95,92.459,2
8,3,-1,423.96,214.21,3
8,4,-1,230.1,319.49,4
8,5,-1,134.38,196.3,5
8,6,-1,261.72,95.212,6
8,7,-1,119.14,90.663,7
8,8,-1,133.93,87.571,8
8,9,-1,148.58,190.12,9
8,10,-1,115.43,79.943,11
8,11,-1,232.09,307.05,12
8,12,-1,128.61,187.74,13
9,1,1,260,244,1
9,2,-1,275.2,92,2
9,3,-1,422.09,213.19,3
9,4,-1,229.34,319.3,4
9,5,-1,134.4,196.39,5
9,6,-1,261.02,93.865,6
9,7,-1,118.69,89.626,7
9,8,-1,133.34,87.556,8
9,9,-1,147.55,190.27,9
9,10,-1,114.07,78.362,11
9,11,-1,230.72,306.3,12
9,12,-1,127.12,185.31,13
9,13,-1,267.91,84.818,14
10,1,1,260,244,1
10,2,-1,273.51,91.738,2
10,3,-1,423.02,212.42,3
10,4,-1,228.01,319.24,4
10,5,-1,133.37,197.73,5
10,6,-1,259.84,94.034,6
10,7,-1,116.69,90.387,7
10,8,-1,131.98,86.672,8
10,9,-1,146.39,189.88,9
10,10,1,113.66,78.618,11
10,11,-1,229.81,304.17,12
10,12,-1,126.9,184.45,13
10,13,-1,267,83.72,14
10,14,-1,411.4,216.4,15
11,1,1,260,244,1
11,2,-1,274.77,89.212,2
11,3,-1,424.12,210.13,3
11,4,-1,228.84,316.6,4
11,5,-1,134.52,195.13,5
11,6,-1,260.04,91.957,6
11,7,-1,117.81,88.41,7
11,8,-1,132.29,83.672,8
11,9,-1,147.73,189.05,9
11,10,-1,110.13,74.942,11
11,11,-1,230.25,303.18,12
11,12,-1,127.4,181.98,13
11,13,-1,267.19,80.25,14
11,14,-1,411.84,215.35,15
11,15,-1,127.08,96.541,16
11,16,-1,145.94,199.64,17
11,17,-1,118.37,76.019,18
12,1,1,260,244,1
12,2,-1,273.31,88.897,2
12,3,-1,422.14,210.47,3
12,4,-1,224.81,317.82,4
12,5,-1,132.15,196.58,5
12,6,-1,258.08,93.213,6
12,7,-1,115.83,88.537,7
12,8,-1,130.82,83.875,8
12,9,-1,143.77,186.68,9
12,10,1,108.93,76.452,11
12,11,-1,228.33,304.55,12
12,12,-1,128.73,181.41,13
12,13,-1,265.53,79.43,14
12,14,-1,408.57,216.63,15
12,15,-1,125.39,96.895,16
12,16,-1,144.81,200.93,17
12,17,1,117.67,74.709,18
12,18,-1,121.26,190.4,19
13,1,1,260,244,1
13,2,-1,273.42,88.849,2
13,3,-1,424.46,208.64,3
13,4,-1,225.36,316.63,4
13,5,-1,132.92,195.56,5
13,6,-1,258.26,92.237,6
13,7,-1,115.94,87.375,7
13,8,-1,131.24,82.189,8
13,9,-1,144.32,185.35,9
13,10,-1,110.36,74.865,11
13,11,-1,228.82,303.21,12
13,12,-1,130.89,179.68,13
13,13,-1,266.94,77.7,14
13,14,-1,409.29,216.14,15
13,15,-1,127.13,96.711,16
13,16,-1,146.01,200.34,17
13,17,-1,119.67,73.565,18
13,18,-1,120.56,187.31,19
13,19,-1,239.13,317.31,20
14,1,1,260,244,1
14,2,-1,274.49,91.036,2
14,3,-1,424.92,210.79,3
14,4,-1,224.96,318.93,4
14,5,-1,133.36,197.95,5
14,6,-1,258.24,95.111,6
14,7,-1,117.37,89.331,7
14,8,-1,132.23,85.907,8
14,9,-1,144.8,187.16,9
14,10,-1,108.86,77.214,11
14,11,-1,228.6,304.9,12
14,12,-1,131.33,181.41,13
14,13,-1,266.62,79.444,14
14,14,-1,410.31,218.18,15
14,15,-1,126.15,100.93,16
14,16,-1,146.03,202.54,17
14,17,-1,117.64,74.091,18
14,18,-1,120.49,189.59,19
14,19,-1,240.64,319.97,20
14,20,-1,125.76,78.353,21
15,1,1,260,244,1
15,2,-1,272.88,98.556,2
15,3,-1,423.39,211.17,3
15,4,-1,225.36,319.05,4
15,5,-1,133.02,199.01,5
15,6,-1,258.24,95.442,6
15,7,-1,116.37,90.456,7
15,8,-1,131.84,86.981,8
15,9,-1,144.31,188.71,9
15,10,-1,108.42,77.963,11
15,11,-1,227.71,305.3,12
15,12,-1,130.92,182.23,13
15,13,-1,264.2,80.491,14
15,14,-1,409.9,218.75,15
15,15,-1,125.81,101.3,16
15,16,-1,145.91,204.15,17
15,17,-1,115.92,73.431,18
15,18,-1,118.19,189.26,19
15,19,-1,239.96,321.22,20
15,20,-1,125.54,77.525,21
15,21,-1,422.8,224,22
15,22,-1,135.5,171.6,23
16,1,1,260,244,1
16,2,-1,272.36,100.34,2
16,3,-1,424.17,210.32,3
16,4,-1,226.02,319.36,4
16,5,-1,132.9,198.77,5
16,6,-1,257.78,94.355,6
16,7,-1,115.82,89.873,7
16,8,-1,131.14,86.231,8
16,9,-1,144.67,188.3,9
16,10,-1,109.22,75.627,11
16,11,-1,227.15,304.38,12
16,12,-1,131.09,182.01,13
16,13,-1,263.37,79.265,14
16,14,-1,409.95,217.85,15
16,15,-1,126.43,100.47,16
16,16,-1,146.2,203.38,17
16,17,-1,115.48,70.087,18
16,18,-1,118.29,188.65,19
16,19,-1,238.46,324.72,20
16,20,-1,124.01,75.479,21
16,21,-1,421.37,224.04,22
16,22,-1,136.41,169.56,23
16,23,1,276,80.837,24
16,24,1,273.08,88.824,25
17,1,1,260,244,1
17,2,-1,270.9,100.17,2
17,3,-1,423.44,209.48,3
17,4,-1,227.16,318.3,4
17,5,-1,132.18,198.49,5
17,6,-1,256.78,94.246,6
17,7,-1,115.31,89.722,7
17,8,-1,131.28,85.222,8
17,9,-1,143.6,187.6,9
17,10,-1,108.69,75.383,11
17,11,1,228.12,305.18,12
17,12,-1,130.39,182.16,13
17,13,-1,262.31,78.781,14
17,14,-1,410.28,217.28,15
17,15,-1,125.91,100.86,16
17,16,-1,146.09,203.63,17
17,17,1,114.65,68.291,18
17,18,-1,116.8,187.27,19
17,19,-1,235.96,328.05,20
17,20,-1,122.99,75.053,21
17,21,-1,422.23,224.52,22
17,22,-1,136.9,168.84,23
17,23,-1,277.53,78.867,24
17,24,-1,272.56,88.5,25
17,25,-1,152.96,192.93,26
17,26,-1,399.05,214.35,27
17,27,-1,239.84,319,28
18,1,1,260,244,1
18,2,-1,271.08,103.21,2
18,3,-1,423.64,210.92,3
18,4,-1,224.24,319.92,4
18,5,-1,133,199.58,5
18,6,-1,257.41,95.764,6
18,7,-1,115.22,92.066,7
18,8,-1,131.44,87.283,8
18,9,-1,143.26,188.5,9
18,10,1,107.95,78.554,11
18,11,-1,228.7,305.66,12
18,12,-1,130.33,182.66,13
18,13,-1,261.73,80.756,14
18,14,-1,411.05,219.77,15
18,15,-1,126.5,102.9,16
18,16,-1,147.22,205.25,17
18,17,1,114.97,70.128,18
18,18,-1,117.16,189.12,19
18,19,-1,236.3,328.2,20
18,20,-1,124.65,75.396,21
18,21,-1,422.35,227.17,22
18,22,-1,139.48,170.32,23
18,23,-1,278.15,80.615,24
18,24,-1,272.86,90.367,25
18,25,-1,154.71,194.93,26
18,26,-1,399.35,214.57,27
18,27,-1,239.52,316.89,28
18,28,-1,215.4,304.53,29
18,29,-1,120.17,201.6,30
19,1,1,260,244,1
19,2,1,270.97,100.88,2
19,3,-1,422.95,209.02,3
19,4,-1,223.49,319.32,4
19,5,-1,132.6,196,5
19,6,-1,256.34,94.612,6
19,7,-1,114.38,90.36,7
19,8,-1,131.73,85.534,8
19,9,-1,144.82,186.43,9
19,10,-1,108.57,74.519,11
19,11,-1,228.91,303.41,12
19,12,-1,130.48,181.74,13
19,13,-1,262.68,78.179,14
19,14,-1,411.26,218.98,15
19,15,-1,126.94,100.36,16
19,16,-1,145.54,203.34,17
19,17,-1,112.39,66.259,18
19,18,-1,117.29,187.56,19
19,19,-1,235.83,325.92,20
19,20,1,123.95,73.623,21
19,21,-1,422.91,226.26,22
19,22,-1,137.91,170.94,23
19,23,-1,278.11,78.522,24
19,24,-1,272.44,87.941,25
19,25,-1,155.09,193.3,26
19,26,-1,399.07,212.5,27
19,27,-1,239.37,312.75,28
19,28,-1,214.45,309.78,29
19,29,-1,119.18,200.75,30
19,30,-1,104.04,86.281,31
20,1,1,260,244,1
20,2,-1,270.27,102.77,2
20,3,-1,422.76,210.39,3
20,4,-1,223.46,321.13,4
20,5,-1,133,198.51,5
20,6,-1,254.96,96.886,6
20,7,-1,113.7,92.306,7
20,8,-1,133.75,85.231,8
20,9,-1,143.8,187.59,9
20,10,1,107.83,77,11
20,11,-1,226.69,304.62,12
20,12,-1,130.78,181.81,13
20,13,-1,263.13,80.702,14
20,14,-1,410.91,219.46,15
20,15,1,124.88,102.66,16
20,16,-1,146.35,204.11,17
20,17,1,112.48,68.607,18
20,18,-1,116.56,189.87,19
20,19,-1,236.96,326.79,20
20,20,-1,124.94,73.702,21
20,21,-1,422.38,227.36,22
20,22,-1,139.55,171.75,23
20,23,-1,277.64,78.597,24
20,24,-1,278.47,91.094,25
20,25,-1,156.26,193.44,26
20,26,-1,399.42,213.36,27
20,27,-1,239.87,313.48,28
20,28,-1,214.78,310.59,29
20,29,-1,118.63,203.73,30
20,30,-1,102.13,88.818,31
20,31,-1,121,175.69,32
20,32,-1,431.89,220.14,33
21,1,1,260,244,1
21,2,-1,270.03,99.787,2
21,3,-1,422.06,207.35,3
21,4,-1,221.37,318.1,4
21,5,-1,132.7,195.54,5
21,6,-1,255.2,93.98,6
21,7,-1,112.53,89.5,7
21,8,-1,135.75,80.471,8
21,9,-1,143.09,184.18,9
21,10,-1,107.61,73.877,11
21,11,-1,229.58,299.91,12
21,12,-1,129.98,179.33,13
21,13,-1,260.83,76.995,14
21,14,-1,410.26,216.67,15
21,15,-1,124.15,100.84,16
21,16,-1,146.27,201.19,17
21,17,-1,112.54,66.411,18
21,18,-1,116.96,187.36,19
21,19,-1,236.57,323.89,20
21,20,-1,123.01,74.448,21
21,21,-1,421.15,224.8,22
21,22,-1,140.2,169.28,23
21,23,-1,276.61,77.01,24
21,24,-1,281.81,90.562,25
21,25,-1,155.25,190.4,26
21,26,-1,398.95,211,27
21,27,-1,238.48,311.09,28
21,28,-1,212.66,307.96,29
21,29,-1,119.94,202.32,30
21,30,-1,99.651,87.651,31
21,31,-1,120.45,170.16,32
21,32,-1,432.69,217,33
21,33,-1,144.7,213.47,34
21,34,-1,127.68,89.342,35
21,35,-1,135.41,93.261,36
21,36,-1,269.74,87.235,37
21,37,-1,121.94,64.719,38
21,38,-1,132.07,168.07,39
21,39,-1,268.21,68.545,40
21,40,-1,112,100.08,41
21,41,-1,245.93,315.93,42
22,1,1,260,244,1
22,2,-1,270.03,101.33,2
22,3,-1,421.86,207.33,3
22,4,-1,223.4,318.44,4
22,5,-1,132.87,196.26,5
22,6,-1,255.07,94.525,6
22,7,-1,112.58,90.522,7
22,8,-1,136.41,79.739,8
22,9,-1,142.71,184.87,9
22,10,-1,108.31,74.48,11
22,11,-1,228.75,301.41,12
22,12,-1,130.72,180.08,13
22,13,-1,259.87,77.525,14
22,14,-1,410.34,217.68,15
22,15,-1,124.37,101.87,16
22,16,-1,146.28,200.74,17
22,17,-1,117.29,187.4,19
22,18,-1,234.26,328.23,20
22,19,-1,122.53,76.425,21
22,20,-1,421.88,225.14,22
22,21,-1,142.39,171.04,23
22,22,-1,276.03,79.557,24
22,23,-1,281.94,91.207,25
22,24,-1,155.14,189.17,26
22,25,-1,398.82,211.81,27
22,26,-1,240.44,309.64,28
22,27,-1,212.84,308.33,29
22,28,-1,120.29,204.34,30
22,29,-1,99.619,88.012,31
22,30,-1,120.07,170.26,32
22,31,-1,434.08,218.16,33
22,32,-1,144.61,214.19,34
22,33,-1,127.97,89.179,35
