Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,44,50,1
1,2,1,179.57,131.09,2
1,3,1,118.64,151.53,3
1,4,-1,109.84,159.38,4
1,5,-1,175.44,140.08,5
2,1,1,44,50,1
2,2,1,167.08,119.33,2
2,3,1,106.37,140.57,3
2,4,-1,97.5,148.54,4
2,5,-1,163.96,129.11,5
3,1,1,44,50,1
3,2,1,172.1,117.9,2
3,3,-1,113.1,138.93,3
3,4,-1,100.65,146.77,4
3,5,1,168.48,127.49,5
4,1,1,44,50,1
4,2,1,172.07,122.83,2
4,3,1,110.55,142.52,3
4,4,-1,101.06,151.85,4
4,5,-1,167.68,132.5,5
5,1,1,44,50,1
5,2,1,170.3,121.59,2
5,3,-1,110.22,143.52,3
5,4,-1,100.13,152.38,4
5,5,1,165.07,132.64,5
6,1,1,44,50,1
6,2,-1,169.86,119.89,2
6,3,-1,110.9,143.9,3
6,4,-1,100.04,152.35,4
6,5,-1,166.01,133.4,5
7,1,1,44,50,1
7,2,1,184.2,127.45,2
7,3,1,124.3,152.73,3
7,4,1,113.73,161.44,4
7,5,-1,179.33,141.88,5
8,1,1,44,50,1
8,2,-1,181.35,125.38,2
8,3,1,121.85,151.56,3
8,4,-1,111.25,159.74,4
8,5,-1,177.09,140.58,5
9,1,1,44,50,1
9,2,-1,180.81,123.79,2
9,3,1,121.28,148.8,3
9,4,-1,110.9,159.1,4
9,5,-1,175.05,138.21,5
10,1,1,44,50,1
10,2,-1,180.5,122.04,2
10,3,1,120.54,149.84,3
10,4,-1,110.32,158.18,4
10,5,-1,176.38,137.42,5
11,1,1,44,50,1
11,2,-1,178.39,123.75,2
11,3,1,120.68,149.29,3
11,4,-1,109.28,159.34,4
11,5,-1,175.07,139.2,5
11,6,-1,166.71,129.59,6
12,1,1,44,50,1
12,2,-1,179.3,122.05,2
12,3,1,119.67,149.19,3
12,4,-1,109.18,158.29,4
12,5,-1,175.01,139.15,5
12,6,-1,165.02,127.63,6
13,1,1,44,50,1
13,2,-1,179.05,121.84,2
13,3,-1,120.63,147.04,3
13,4,-1,109.07,157.28,4
13,5,-1,175.41,138.15,5
13,6,-1,164.37,125.62,6
13,7,-1,103.05,166.07,7
14,1,1,44,50,1
14,2,-1,180.04,120.32,2
14,3,-1,120.06,146.57,3
14,4,-1,108.97,156.53,4
14,5,-1,174.91,138.24,5
14,6,-1,164.3,124.1,6
14,7,-1,101.53,166.43,7
15,1,1,44,50,1
15,2,-1,178.99,122.57,2
15,3,1,119.84,150.67,3
15,4,-1,107.74,159.57,4
15,5,-1,173.72,140.34,5
15,6,-1,163.01,129.29,6
15,7,-1,100.36,169.42,7
16,1,1,44,50,1
16,2,-1,180.88,122.85,2
16,3,1,120.84,147.97,3
16,4,-1,108.98,157.46,4
16,5,-1,174.1,138.74,5
16,6,-1,160.58,133.15,6
16,7,-1,100.74,167.64,7
17,1,1,44,50,1
17,2,-1,180.42,122.56,2
17,3,1,120.46,146.95,3
17,4,-1,110.15,157.54,4
17,5,-1,173.65,139.13,5
17,6,-1,158.58,134.98,6
17,7,-1,99.525,166.68,7
17,8,-1,165.05,125.08,8
17,9,-1,169.83,116.26,9
18,1,1,44,50,1
18,2,-1,181.29,121.19,2
18,3,1,121.79,147.75,3
18,4,-1,110.14,156.76,4
18,5,-1,175.08,138.52,5
18,6,-1,159.26,134.96,6
18,7,-1,101.71,166.19,7
18,8,-1,165.42,124.95,8
18,9,-1,167.18,115.23,9
19,1,1,44,50,1
19,2,-1,181.35,124.37,2
19,3,1,120.31,148.78,3
19,4,-1,108.15,157.56,4
19,5,-1,174.83,139.7,5
19,6,-1,161.67,136.01,6
19,7,-1,100.46,168.43,7
19,8,-1,164.07,124.39,8
19,9,-1,163.73,113.2,9
19,10,-1,97.152,157.27,10
20,1,1,44,50,1
20,2,-1,183.55,123.35,2
20,3,1,121.3,147.89,3
20,4,1,110.72,156.26,4
20,5,-1,176.12,138.93,5
20,6,-1,161.58,139.8,6
20,7,1,99.635,168.26,7
20,8,1,164.83,124.96,8
20,9,-1,165.84,111.72,9
20,10,1,95.5,156.58,10
20,11,-1,156.03,128.78,11
21,1,1,44,50,1
21,2,-1,181.36,123.9,2
21,3,-1,120.04,148.25,3
21,4,-1,108.94,157.96,4
21,5,-1,175.17,140.82,5
21,6,1,159.16,141.63,6
21,7,-1,100.51,169.3,7
21,8,-1,162.8,125.92,8
21,9,1,166.28,113.59,9
21,10,-1,93.763,155.79,10
21,11,-1,153.06,129.55,11
22,1,1,42.215,48.757,1
22,2,-1,182.55,125.99,2
22,3,1,119.61,147.79,3
22,4,-1,109.31,158.27,4
22,5,-1,175.21,141.11,5
22,6,-1,160.1,142.4,6
22,7,-1,100.37,170.13,7
22,8,-1,161.87,124.67,8
22,9,1,167.15,110.8,9
22,10,-1,95.592,155.31,10
22,11,-1,150.92,130.52,11
22,12,-1,91.056,163.25,12
23,1,1,49.919,54.05,1
23,2,-1,186.88,128.73,2
23,3,1,119.62,150.33,3
23,4,1,110.41,159.59,4
23,5,-1,174.98,143.04,5
23,6,-1,160.76,144.79,6
23,7,-1,102.39,172.18,7
23,8,-1,162.37,128.06,8
23,9,1,166.85,112.99,9
23,10,-1,97.931,156.5,10
23,11,-1,150.55,133.73,11
23,12,-1,90.188,165.23,12
23,13,-1,172.79,122.18,13
24,1,1,42.278,41.418,1
24,2,-1,188.8,128.93,2
24,3,1,119.77,147.13,3
24,4,-1,112.42,160.82,4
24,5,-1,175.4,141.23,5
24,6,-1,160.44,141.88,6
24,7,-1,103.03,170.21,7
24,8,-1,162.01,125.94,8
24,9,-1,160.74,113.98,9
24,10,-1,97.958,153.82,10
24,11,-1,148.92,134.09,11
24,12,-1,89.742,163.44,12
24,13,-1,175.96,116.2,13
24,14,1,151.59,121.35,14
24,15,1,148.89,141.54,15
25,1,1,41.027,40.111,1
25,2,-1,188.72,126.75,2
25,3,-1,119.75,147.6,3
25,4,-1,109.62,156.9,4
25,5,-1,174.35,139.37,5
25,6,-1,158.83,141.74,6
25,7,-1,104.57,167.72,7
25,8,-1,161.24,124.99,8
25,9,1,159.53,113.13,9
25,10,-1,98.475,149.38,10
25,11,-1,148.85,134.62,11
25,12,-1,90.985,161.88,12
25,13,-1,178.56,112.97,13
25,14,-1,149.52,123.54,14
25,15,-1,147.53,142.69,15
25,16,-1,174.71,124.24,16
25,17,-1,147.49,110.16,17
26,1,1,42.41,42.426,1
26,2,-1,188.78,127.5,2
26,3,-1,120.44,147.37,3
26,4,-1,113.03,159.77,4
26,5,-1,172.63,139.74,5
26,6,-1,160.09,142.26,6
26,7,1,102.63,169.67,7
26,8,-1,160.93,125.86,8
26,9,1,164.35,112.78,9
26,10,-1,104.71,145.58,10
26,11,-1,147.26,133.52,11
26,12,-1,90.154,163.97,12
26,13,-1,181.78,110.02,13
26,14,-1,146.54,121.14,14
26,15,-1,146.5,144.06,15
26,16,-1,174.25,122.14,16
26,17,-1,149.69,110.91,17
26,18,-1,99.2,156.1,18
27,1,1,45.698,41.993,1
27,2,-1,188.31,126,2
27,3,-1,122.05,145.36,3
27,4,-1,113.73,156.87,4
27,5,-1,173.51,139.44,5
27,6,-1,159.27,142.31,6
27,7,1,102.63,167.89,7
27,8,-1,160.55,125.93,8
27,9,1,167.19,109.04,9
27,10,-1,106.94,143.88,10
27,11,1,146.63,132.64,11
27,12,-1,89.287,159.93,12
27,13,-1,184.1,107.94,13
27,14,-1,145.89,120.84,14
27,15,-1,146.26,143.62,15
27,16,-1,174.48,120.11,16
27,17,1,152.33,108.61,17
27,18,-1,98.8,153.95,18
28,1,1,46.628,43.558,1
28,2,-1,188.73,127.29,2
28,3,1,122.4,146.27,3
28,4,-1,114.86,159.53,4
28,5,-1,174.49,141.4,5
28,6,-1,158.71,147.6,6
28,7,1,103.72,169.79,7
28,8,1,160.64,128.31,8
28,9,1,166.29,110.35,9
28,10,-1,107.29,144.4,10
28,11,1,146.46,133.88,11
28,12,-1,89.714,161.99,12
28,13,-1,189.26,107.94,13
28,14,-1,147.36,121.97,14
28,15,1,145,146.75,15
28,16,-1,172.65,125.31,16
28,17,-1,152.05,111.13,17
28,18,-1,100.78,155.33,18
28,19,-1,177.87,115.08,19
29,1,1,40.904,47.565,1
29,2,-1,187.96,129.81,2
29,3,-1,121.51,147.22,3
29,4,-1,114.66,158.68,4
29,5,1,175.11,143.64,5
29,6,-1,157.97,147.6,6
29,7,-1,103.99,168.81,7
29,8,-1,159.14,129.68,8
29,9,-1,163.73,108.11,9
29,10,1,107.82,144.83,10
29,11,-1,145.39,135.23,11
29,12,-1,89.57,161.31,12
29,13,-1,188.72,110.41,13
29,14,-1,146.83,123.02,14
29,15,-1,144.97,147.63,15
29,16,-1,173.24,128.88,16
29,17,-1,150.77,111.72,17
29,18,-1,99.212,154.21,18
29,19,-1,176.18,114.75,19
29,20,1,168.76,152.28,20
29,21,-1,135.92,141.94,21
29,22,-1,95.727,147.5,22
30,1,1,42.368,44.294,1
30,2,1,189.44,130.74,2
30,3,-1,121.82,145.09,3
30,4,-1,117.89,158.7,4
30,5,1,171.89,140.21,5
30,6,-1,160.49,149.46,6
30,7,-1,104.7,167.62,7
30,8,-1,156.01,133.89,8
30,9,-1,164.9,107.64,9
30,10,-1,107.74,143.32,10
30,11,-1,143.81,136.26,11
30,12,1,89.643,159.83,12
30,13,-1,189.06,109.04,13
30,14,-1,146.51,121.25,14
30,15,-1,145.81,146.76,15
30,16,1,161.39,122.34,16
30,17,-1,150.02,108.86,17
30,18,-1,101.97,155.3,18
30,19,1,177.84,116.68,19
30,20,1,174.27,154.04,20
30,21,-1,134.9,144.6,21
30,22,-1,95.044,146,22
31,1,1,40,44,1
31,2,-1,171.67,117.76,2
31,3,-1,105.44,128.4,3
31,4,-1,106.99,143.58,4
31,5,-1,156.93,128.27,5
31,6,-1,141.9,137.29,6
31,7,-1,90,153.97,7
31,8,-1,141.5,121.57,8
31,9,-1,146.41,91.849,9
31,10,-1,91.957,130.36,10
31,11,-1,128.5,125.4,11
31,12,-1,73.189,149.33,12
31,13,-1,174.09,98.175,13
31,14,-1,128.18,110.17,14
31,15,-1,125.93,136.64,15
31,16,-1,141,107.1,16
31,17,-1,133.85,92.423,17
31,18,-1,85.69,141.62,18
31,19,-1,162.19,108.43,19
31,20,-1,155.8,142.06,20
31,21,-1,116.03,130.77,21
31,22,-1,79.69,130.21,22
31,23,-1,77.955,161.89,23
31,24,-1,147.76,99.455,24
31,25,-1,160.58,94.059,25
31,26,-1,153.27,112.04,26
32,1,1,40,44,1
32,2,-1,174.27,113.46,2
32,3,-1,108.52,118.33,3
32,4,-1,110.3,132.76,4
32,5,-1,158.58,122.01,5
32,6,-1,142.42,131.09,6
32,7,-1,90.786,148.23,7
32,8,1,139.61,114.29,8
32,9,-1,145.09,83.811,9
32,10,1,95.337,125.57,10
32,11,-1,125.86,116.03,11
32,12,-1,73.83,141.61,12
32,13,1,173.47,93.97,13
32,14,1,127.24,104.59,14
32,15,-1,126.07,130.93,15
32,16,1,142.44,101.67,16
32,17,-1,132.19,87.936,17
32,18,-1,85.459,134.69,18
32,19,-1,163.44,101.28,19
32,20,-1,155.74,135.19,20
32,21,-1,83.175,124.08,22
32,22,-1,77.088,155.28,23
32,23,-1,147.96,91.354,24
32,24,-1,160.44,88.607,25
32,25,1,152.29,107.4,26
32,26,-1,98.397,139.74,27
32,27,-1,125,93.125,28
33,1,1,40,44,1
33,2,-1,179.51,121.12,2
33,3,-1,111.09,124.18,3
33,4,-1,113.99,140.27,4
33,5,-1,160.95,128.67,5
33,6,-1,146.16,138.28,6
33,7,-1,93.926,155.7,7
33,8,-1,144.07,121.55,8
33,9,-1,150.24,91.625,9
33,10,-1,99.096,131.25,10
33,11,-1,129.09,123.26,11
33,12,-1,78.058,146.82,12
33,13,-1,178.35,102.41,13
33,14,1,130.55,108.87,14
33,15,-1,129.37,138.25,15
33,16,-1,146.66,107.92,16
33,17,-1,136.33,94.181,17
33,18,-1,87.492,140.41,18
33,19,1,170.68,108.94,19
33,20,-1,161.04,144.52,20
33,21,-1,87.628,128.88,22
33,22,-1,81.232,162.32,23
33,23,-1,165.63,93.705,25
33,24,-1,156.48,111.29,26
33,25,-1,103.14,146.95,27
33,26,1,122.54,130.06,29
34,1,1,40,44,1
34,2,-1,180.78,121.77,2
34,3,-1,112.22,126.63,3
34,4,-1,114.99,142.25,4
34,5,-1,159.03,129.85,5
34,6,-1,146.62,141.61,6
34,7,-1,94.005,157.66,7
34,8,-1,144.27,123.15,8
34,9,-1,151.11,93.553,9
34,10,-1,98.484,133.89,10
34,11,-1,130.45,125.28,11
34,12,-1,77.107,150.2,12
34,13,-1,180.29,104.02,13
34,14,1,130.5,113.55,14
34,15,-1,129.54,140.41,15
34,16,-1,147.02,110.65,16
34,17,-1,136.05,96.09,17
34,18,-1,88.141,142.52,18
34,19,-1,170.8,111.23,19
34,20,-1,160.11,146.89,20
34,21,-1,86.731,131.14,22
34,22,-1,80,164.67,23
34,23,-1,165.21,95.954,25
34,24,-1,157.24,112.85,26
34,25,-1,103.9,149.23,27
34,26,-1,124.75,99.7,30
35,1,1,40,44,1
35,2,-1,179.59,119.51,2
35,3,-1,107.11,122.9,3
35,4,-1,113.85,134.71,4
35,5,-1,157.55,129.58,5
35,6,-1,142.25,141.85,6
35,7,-1,93.808,152.62,7
35,8,-1,141.1,123.14,8
35,9,-1,148.7,91.455,9
35,10,-1,99.387,138.07,10
35,11,-1,126.15,129.16,11
35,12,-1,75.767,148.52,12
35,13,1,177.37,100.43,13
35,14,-1,126.25,108.83,14
35,15,-1,125.98,143.23,15
35,16,-1,138.26,104.74,16
35,17,1,134.06,93.331,17
35,18,-1,84.789,136.26,18
35,19,-1,168.8,110.48,19
35,20,-1,156.88,145.8,20
35,21,-1,90.965,125.81,22
35,22,-1,81.371,162.67,23
35,23,-1,162.42,94.023,25
35,24,-1,155.55,111.45,26
35,25,-1,108.04,149.7,27
35,26,-1,123.9,97.05,30
35,27,-1,117.8,119.63,31
36,1,1,40,44,1
36,2,1,181.12,124.57,2
36,3,-1,104.53,124.85,3
36,4,-1,113.88,140.6,4
36,5,-1,154.92,134.98,5
36,6,-1,142.82,145.87,6
36,7,-1,94.005,155.09,7
36,8,-1,141.04,126.33,8
36,9,-1,149.66,92.825,9
36,10,-1,98.888,138.79,10
36,11,-1,122.32,132.32,11
36,12,-1,76.304,152.31,12
