Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,50,291,1
1,2,-1,198.9,419.75,2
1,3,-1,90.368,187.37,3
1,4,-1,94.65,578.61,4
1,5,-1,369.72,493.45,5
1,6,-1,92.096,174.54,6
1,7,-1,285.43,306.04,7
1,8,-1,294.38,296.55,8
1,9,-1,197.65,597.19,9
1,10,-1,104.8,586.35,10
1,11,-1,204.5,408.13,11
1,12,-1,143.86,601.06,12
1,13,-1,187.7,605.39,13
1,14,-1,148.42,588.81,14
2,1,1,50,291,1
2,2,-1,182.01,410.24,2
2,3,-1,74.457,179.73,3
2,4,-1,77.293,570.3,4
2,5,-1,352.18,483.88,5
2,6,-1,75.975,165.8,6
2,7,-1,269.37,296.54,7
2,8,-1,277.44,288.3,8
2,9,-1,181.22,588.5,9
2,10,-1,89.111,576.86,10
2,11,-1,188.5,400.28,11
2,12,-1,127.12,592.98,12
2,13,-1,169.75,597.73,13
2,14,-1,130.93,579.31,14
3,1,1,57.029,291.16,1
3,2,-1,187.72,410.68,2
3,3,1,81.029,178.32,3
3,4,-1,84.585,569.42,4
3,5,-1,358.91,483.83,5
3,6,-1,82.442,165.97,6
3,7,-1,275.08,296.11,7
3,8,-1,284.14,287.26,8
3,9,-1,187.68,588.2,9
3,10,1,95.547,575.52,10
3,11,-1,195.51,398.52,11
3,12,-1,134.29,593.13,12
3,13,-1,174.19,596.4,13
3,14,-1,137.71,579,14
4,1,1,50,291,1
4,2,-1,191.01,409.58,2
4,3,1,82.075,178.22,3
4,4,-1,86.647,569.03,4
4,5,-1,360.57,484.08,5
4,6,-1,84.514,165.8,6
4,7,-1,277.98,296.45,7
4,8,-1,286.83,286.96,8
4,9,-1,190.42,586.99,9
4,10,1,98.515,575.9,10
4,11,-1,197.01,398.79,11
4,12,-1,136.48,592.62,12
4,13,-1,179.03,595.81,13
4,14,-1,140.39,578.49,14
5,1,1,52.592,291.57,1
5,2,-1,189.23,409.39,2
5,3,1,82.984,179.21,3
5,4,-1,84.855,568.18,4
5,5,-1,359.74,483.92,5
5,6,-1,82.675,165.05,6
5,7,-1,276.03,296.7,7
5,8,-1,285.63,286.34,8
5,9,-1,188.75,585.92,9
5,10,1,96.298,575.1,10
5,11,-1,196,398.52,11
5,12,-1,132.82,590.15,12
5,13,-1,176.14,596.82,13
5,14,-1,138.38,579.17,14
6,1,1,52.812,284.24,1
6,2,-1,191.89,412.57,2
6,3,-1,84.08,181.12,3
6,4,-1,87.628,571.9,4
6,5,-1,362.05,486.29,5
6,6,-1,85.903,168.65,6
6,7,-1,278.84,300.38,7
6,8,-1,288.31,288.76,8
6,9,-1,191.38,589.82,9
6,10,1,97.827,578.3,10
6,11,-1,198.48,401.37,11
6,12,-1,135.3,593.27,12
6,13,-1,180.07,599.48,13
6,14,-1,140.73,582.28,14
7,1,1,79.726,265.08,1
7,2,1,208.93,413.07,2
7,3,-1,98.884,181.64,3
7,4,-1,104.46,572.34,4
7,5,-1,378.01,487.63,5
7,6,-1,101.88,168.98,6
7,7,-1,294.73,301.78,7
7,8,-1,303.79,290.25,8
7,9,-1,206.98,591,9
7,10,1,114.43,579.68,10
7,11,-1,214.31,401.84,11
7,12,-1,150.32,593.11,12
7,13,-1,196.2,601.04,13
7,14,-1,157.06,582.81,14
8,1,1,73,273,1
8,2,-1,203.24,410.72,2
8,3,-1,96.2,179.11,3
8,4,-1,100.17,569.71,4
8,5,-1,373.68,484.38,5
