Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,40.982,37.003,1
1,2,0,212.19,317.02,2
1,3,0,198.81,316.37,3
1,4,0,253.63,118.99,4
1,5,0,117.96,75.117,5
1,6,0,159.81,164.5,6
1,7,0,148.84,155.85,7
1,8,0,246.35,105.47,8
1,9,0,260.85,364.29,9
1,10,0,205.45,303.1,10
1,11,0,261.88,108.69,11
1,12,0,268.37,356.23,12
2,1,1,41.982,37.003,1
2,2,0,204.02,305.33,2
2,3,0,190.43,304.46,3
2,4,0,245.48,107.24,4
2,5,0,109.78,63.808,5
2,6,0,151.78,152.99,6
2,7,0,140.71,144.03,7
2,8,0,238.26,93.755,8
2,9,0,253.4,352.55,9
2,10,0,196.98,290.37,10
2,11,0,253.25,96.066,11
2,12,0,259.55,344.05,12
3,1,1,41.982,37.003,1
3,2,0,208.18,308.43,2
3,3,0,193.73,308.7,3
3,4,0,247.87,110.98,4
3,5,0,112.28,66.862,5
3,6,0,154.95,155.88,6
3,7,0,143.74,146.95,7
3,8,0,240.49,96.83,8
3,9,0,255.58,355.59,9
3,10,0,200.08,293.7,10
3,11,0,255.48,99.08,11
3,12,0,264.9,349.43,12
3,13,0,139.05,159.47,13
4,1,1,41.982,37.003,1
4,2,0,208.4,310.91,2
4,3,0,193.96,310.16,3
4,4,0,248.97,113.03,4
4,5,0,113.44,68.287,5
4,6,0,156.83,158.12,6
4,7,0,144.85,148.36,7
4,8,0,241.42,98.461,8
4,9,0,256.34,357.48,9
4,10,0,200.79,296.5,10
4,11,0,257.3,100.73,11
4,12,0,265.36,350.75,12
4,13,0,141.13,161.44,13
5,1,1,41.982,37.003,1
5,2,-1,208.27,311.82,2
5,3,-1,192.62,310.38,3
5,4,-1,247.48,113.61,4
5,5,-1,112.45,69.309,5
5,6,-1,155.7,158.21,6
5,7,-1,142.77,148.44,7
5,8,-1,240.38,98.864,8
5,9,-1,255.57,358.13,9
5,10,-1,200.37,296.22,10
5,11,-1,256.29,101.5,11
5,12,1,265.45,351.77,12
5,13,-1,138.85,162.91,13
6,1,1,41.982,37.003,1
6,2,-1,207.14,312.02,2
6,3,-1,192.46,311.65,3
6,4,-1,247.49,114.64,4
6,5,-1,111.38,69.105,5
6,6,-1,155.05,159.25,6
6,7,-1,142.2,148.79,7
6,8,-1,238.33,100.47,8
6,9,-1,254.48,358.62,9
6,10,-1,199.56,296.07,10
6,11,-1,255.77,101.39,11
6,12,-1,265.97,351.73,12
6,13,-1,139.32,163.1,13
7,1,1,41.982,37.003,1
7,2,-1,220.78,323.45,2
7,3,-1,205.65,321.97,3
7,4,-1,261.35,126.03,4
7,5,-1,125.17,80.865,5
7,6,-1,168.47,170.24,6
7,7,-1,155.81,160.24,7
