Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,101.98,307,1
1,2,1,188.32,144.44,2
1,3,-1,390.18,163.79,3
1,4,-1,444.67,339.21,4
1,5,-1,578.4,134.46,5
1,6,-1,342.55,282.85,6
1,7,-1,269.6,84.65,7
1,8,-1,65.15,187.39,8
1,9,-1,176.17,150.21,9
1,10,-1,566.8,134.18,10
1,11,-1,453.15,327.73,11
1,12,-1,444.8,330.17,12
1,13,-1,354.35,279.51,13
1,14,-1,275.59,75.756,14
2,1,1,101.98,307,1
2,2,-1,172.44,133.73,2
2,3,-1,378.71,153.73,3
2,4,-1,432.46,329.8,4
2,5,-1,566.49,124,5
2,6,-1,330.43,272.57,6
2,7,-1,257.57,74.398,7
2,8,-1,52.807,178.56,8
2,9,-1,164.54,140.66,9
2,10,-1,554.68,124.01,10
2,11,-1,442.19,318.09,11
2,12,-1,429.79,317.21,12
2,13,-1,338.01,270.29,13
2,14,1,267.16,66.129,14
3,1,1,101.98,307,1
3,2,-1,180.21,132.74,2
3,3,-1,383.09,153.28,3
3,4,-1,437.59,329.38,4
3,5,-1,571.95,122.66,5
3,6,-1,334.89,272.89,6
3,7,-1,262.59,74.083,7
3,8,-1,57.659,176.5,8
3,9,-1,168.65,140.42,9
3,10,-1,557.36,124.42,10
3,11,-1,446.67,317.69,11
3,12,1,434.38,318.24,12
3,13,-1,344.65,270.94,13
3,14,-1,271.82,66.585,14
4,1,1,101.98,307,1
4,2,-1,181.84,135.23,2
4,3,-1,385.74,155.39,3
4,4,-1,440.09,331.99,4
4,5,-1,573.98,126.62,5
4,6,-1,337.32,274.96,6
4,7,-1,265.14,75.758,7
4,8,-1,60.261,179.93,8
4,9,-1,172.03,142.64,9
4,10,-1,561.93,126.19,10
4,11,-1,448.94,320.17,11
4,12,-1,437.2,319.28,12
4,13,-1,346.15,270.88,13
4,14,1,273.59,70.176,14
5,1,1,101.98,307,1
5,2,-1,179.29,130.85,2
5,3,-1,382.32,152.48,3
5,4,-1,437.07,328.16,4
5,5,-1,570.16,122.66,5
5,6,-1,334.97,270.57,6
5,7,-1,262.34,71.727,7
5,8,1,59.78,175.94,8
5,9,-1,168.88,138.6,9
5,10,-1,559.13,121.49,10
5,11,-1,445.63,315.3,11
5,12,1,432.78,314.23,12
5,13,-1,346.75,267.39,13
5,14,-1,271.52,65.448,14
6,1,1,101.98,307,1
6,2,-1,178.1,134.86,2
6,3,-1,380.99,155.26,3
6,4,-1,436.16,331.56,4
6,5,-1,570.26,125.96,5
6,6,-1,334.46,274.22,6
6,7,-1,261.89,75.625,7
6,8,-1,56.376,178.83,8
6,9,-1,167.9,142.5,9
6,10,-1,556.61,125.94,10
6,11,-1,444.66,318.67,11
6,12,-1,432.86,317.08,12
6,13,1,346.7,271.16,13
6,14,-1,270.55,68.06,14
7,1,1,101.98,307,1
7,2,-1,195,140.93,2
7,3,-1,398.23,162.45,3
7,4,-1,452.3,338.69,4
7,5,-1,586.61,131.52,5
7,6,-1,349.65,280.06,6
7,7,-1,277.83,82.338,7
7,8,-1,72.491,185.67,8
7,9,-1,183.67,149.48,9
7,10,-1,574.14,133.07,10
7,11,-1,461.71,325.4,11
7,12,-1,447.71,325.94,12
7,13,-1,361.65,277.6,13
7,14,-1,286.95,74.908,14
8,1,1,101.98,307,1
8,2,-1,189.29,138.66,2
8,3,-1,392.06,160.61,3
8,4,-1,446.89,336.98,4
8,5,-1,580.17,130.34,5
8,6,-1,343.49,278.57,6
8,7,-1,272.02,81.578,7
8,8,-1,66.36,184.54,8
8,9,-1,178.06,147.62,9
8,10,-1,567.38,131.14,10
8,11,-1,456.16,323.87,11
8,12,-1,442.02,324.65,12
8,13,1,356.08,275.8,13
8,14,-1,280.77,73.928,14
8,15,-1,354.68,285.49,15
9,1,1,101.98,307,1
9,2,-1,189.19,137.94,2
9,3,-1,392.11,157.36,3
9,4,-1,446,335.93,4
9,5,-1,580.53,128.17,5
9,6,-1,342.58,275.97,6
9,7,-1,270.88,78.228,7
9,8,-1,67.385,184.12,8
9,9,-1,177.04,146.73,9
9,10,-1,567.33,130.23,10
9,11,-1,455.49,322.64,11
9,12,-1,441.21,322.36,12
9,13,1,356.2,274.24,13
9,14,-1,280.03,71.426,14
9,15,-1,355.07,284.95,15
10,1,1,101.98,307,1
10,2,-1,188.5,137.29,2
10,3,-1,391.28,156.74,3
10,4,-1,445.08,334.88,4
10,5,-1,578.82,128.76,5
10,6,-1,342.34,276.14,6
10,7,-1,270.4,77.758,7
10,8,-1,66.586,183.44,8
10,9,-1,175.95,146.35,9
10,10,-1,565.15,129.64,10
10,11,-1,455.37,320.71,11
10,12,-1,440.39,319.36,12
10,13,1,356.01,272.94,13
10,14,-1,281.46,70.542,14
10,15,-1,354.07,283.12,15
10,16,-1,381.6,166.18,16
10,17,-1,268.85,89.75,17
10,18,-1,586.89,118.69,18
10,19,-1,70.912,174.05,19
11,1,1,101.98,307,1
11,2,-1,189.76,135.11,2
11,3,-1,391.59,156.97,3
11,4,-1,445.51,334.08,4
11,5,-1,579.06,129.04,5
