R2all,d2,k2,k3
-666.4944767,4.985609104,0.000463074,0.009892362
-0.430723544,28.93276325,0.000273747,0.002442868
-0.231063153,7.299674877,0.000295835,0.000644911
0.51717427,15.21814467,0.000219053,0.005616943
-40.81466165,10.12862038,0.000435963,0.006398822
-0.516177649,2.021576794,0.000406865,0.000108768
-0.216902921,9.071760279,0.000627986,0.000380803
-1.464605058,11.12169878,0.000458406,0.000248943
-1.03157515,3.28789987,0.000209677,0.000238397
0.795143339,10.04969578,0.000209098,0.00337987
-1.511539344,9.644500681,0.00076164,0.000123509
-111.8590913,3.231359405,0.000383222,0.003487386
-0.014347557,3.735172213,0.000152634,0.000727947
-1.218290226,3.77733176,0.000484786,0.000101368
0.798726337,6.796478869,0.000335699,0.001419384
-2.304780016,25.93143849,0.000229008,0.000208018
-2344.127546,3.525328312,0.000598067,0.009837846
-0.588868569,5.612056625,0.000376834,0.000310957
-4095.079882,1.812485961,0.00050939,0.007778574
-1.732575533,11.4830186,0.000199871,0.000426874
0.174550213,1.117069764,0.000111931,0.000886135
0.782061358,1.633333016,0.000142709,0.000813392
-5.492530791,1.28335511,0.000228586,0.000813018
-233.2994025,5.57211524,0.000332774,0.009530156
0.873109281,13.10738588,0.000420291,0.001884951
-404.1719731,2.488526973,0.000621084,0.002922133
0.046942122,1.20960879,0.000332468,0.000112228
-10.04172628,4.195929447,0.000481781,0.001486962
-1.396207136,9.395197509,0.000280382,0.000368893
-0.625638557,1.950655023,0.000154899,0.000256626
-2.267459239,14.5401298,0.000121913,0.000260675
-0.547038874,8.161182591,0.000859904,0.000203657
-49.70450731,11.95731888,0.000854181,0.004160064
-123.0424126,1.289480603,0.000206087,0.002694635
-1.445010006,2.212248743,0.000114881,0.000201697
-1.578686089,11.77970672,0.000199274,0.000534195
-5.667547438,12.50638552,0.000194558,0.009382099
-4.04260998,1.893779956,0.000183253,0.001391554
-2.597266028,3.868343033,0.00051233,0.000927897
-102.7349506,2.81745688,0.000216745,0.005186806
-51.48003052,17.1186733,0.000959732,0.005374029
-7000.055172,1.354668624,0.00046084,0.008346415
-1.708824511,2.609001554,0.000126721,0.000158016
-0.964140555,1.145152385,0.00078352,0.000154989
-0.839940505,24.00468197,0.000291843,0.001445107
-1.971876208,23.34444548,0.000171179,0.000685015
-1.359096584,18.77154806,0.000921404,0.000232648
-2.250423227,20.61203752,0.000450246,0.000107374
-2.022107845,20.29896425,0.000628275,0.000146386
-0.178200492,1.21331717,0.000159276,0.000205542
-155.4957603,7.019668817,0.000527291,0.006340157
0.203003889,2.522614207,0.00010305,0.000828514
-164.2083872,2.606340793,0.000186659,0.006809261
-22.74538513,6.625300202,0.000171652,0.008584203
-79.77397039,2.195757072,0.00014284,0.005522046
0.641571997,6.974452045,0.000307079,0.001023057
0.237240702,16.6082443,0.000169453,0.003386102
-0.368798539,14.05390686,0.000368595,0.00091601
-732.5582649,4.744082735,0.0009778,0.004659078
-0.6814604,23.55981032,0.000198404,0.002330773
0.091494146,18.11299706,0.000961944,0.000596348
-12.35692274,10.38324925,0.000205518,0.009185441
-1.988516331,10.90074332,0.000191315,0.000276885
-2.019701313,15.63259103,0.00010567,0.000673752
-11.89189776,11.2740411,0.000587828,0.003445879
-2.162852482,24.86898255,0.000664278,0.000118823
0.837420278,1.548929494,0.000484563,0.000215229
-100.5234978,11.97359764,0.000731055,0.006475898
-21.40258288,8.175073295,0.000512566,0.003472962
-23.7420452,2.707540486,0.000289301,0.002113002
0.183940745,21.58786897,0.0003764,0.001919111
-0.19797005,10.60813757,0.000838784,0.00033721
-2.203024159,2.339949354,0.000157997,0.001766445
-0.670942859,3.136076136,0.00018321,0.001751056
-811.3482209,1.008710773,0.000128662,0.007897688
-347.928072,1.53529252,0.000715072,0.001462514
-48.31989965,12.25792039,0.00061454,0.005862731
-0.798087501,3.804407988,0.000186874,0.000368553
0.376021728,12.29550033,0.000436566,0.002378483
-0.719198339,3.194206966,0.000138277,0.000441876
-0.00211311,26.90168719,0.000398061,0.006224436
-753.8145068,1.729968081,0.000362368,0.004646222
-0.965759563,17.99632328,0.000865068,0.000332889
-0.944685058,3.622567937,0.000452324,0.000130227
-1.528011726,3.985874737,0.000346298,0.00011023
-3.130334933,17.08958605,0.000494595,0.004404534
-2.069389906,22.56380561,0.000147724,0.000621871
-6.082399503,1.648962125,0.000829373,0.000295461
-1.790715312,21.03699248,0.000734937,0.000195659
-0.447647034,2.043699467,0.000251275,0.000185994
0.859127208,3.772196274,0.000117179,0.001836961
0.737644897,1.959965561,0.000193442,0.000494425
-0.518063115,22.0404376,0.000680221,0.000708435
-7.19208689,2.00855493,0.000863475,0.000361327
0.769511378,1.094504545,0.000333772,0.000235234
0.821790015,7.848130213,0.000300919,0.001788546
-0.278553511,13.00525004,0.00016709,0.001976514
-1.795039428,16.33374723,0.000190086,0.000583579
0.798035167,6.580385232,0.000189605,0.001801773
-2.132079982,12.5831864,0.0001434,0.000304299
0.333434493,1.866919562,0.000349824,0.000455932
0.585473274,1.351906945,0.000835699,0.000127556
0.87315047,1.774665472,0.000647963,0.000168616
-0.086146699,12.26626155,0.000269495,0.001297478
0.700135368,3.493102595,0.000281806,0.000585194
-3.410972683,10.43280882,0.000178916,0.007566586
-76.98927613,2.774662933,0.000181782,0.005403809
-9.874610644,8.501167036,0.000698795,0.002066807
-0.420062481,4.75862699,0.000170589,0.000649083
-1.567982132,6.9248144,0.000321181,0.000197288
-2.037627571,5.411489834,0.000137041,0.000172942
0.104081675,5.34745234,0.000741908,0.000229985
0.861605055,2.27326951,0.000101356,0.001287953
-0.215766059,4.033606893,0.000924379,0.000115107
0.870062313,1.490528139,0.000163099,0.000575307
0.821163448,4.050103447,0.000252029,0.000858816
0.391803037,27.86081827,0.000220877,0.004791815
0.783480959,21.47070868,0.00044581,0.003419007
-1.218293966,2.36475163,0.000121717,0.000252755
-3.571783356,6.345211777,0.000328209,0.002533378
0.863332938,2.977053521,0.000194245,0.000986507
0.767656609,3.712374765,0.000213772,0.000872369
-0.661459263,11.92888431,0.000506816,0.000468274
0.860880826,4.273705895,0.000260946,0.001060474
0.870176918,7.437512082,0.00037614,0.001244228
-0.8647334,1.312043192,0.000126139,0.001090184
0.355874331,1.131986037,0.000215402,0.000195209
-275.8325602,6.856847431,0.000793506,0.005300294
-3.947599372,6.027560673,0.00042126,0.001916461
0.526230974,17.57292022,0.000414811,0.00175671
-0.814755832,13.95863106,0.00057273,0.000436014
0.251022675,5.005999134,0.00051292,0.000851334
0.46725565,6.429939617,0.00014573,0.003626603
0.801471465,2.828979651,0.000321699,0.000615035
-219.8372682,2.746495354,0.000615531,0.002473432
-2.3020727,12.83824459,0.000153409,0.000155848
-1.206294854,24.68359152,0.000109585,0.00296142
0.873009893,4.13360376,0.000312428,0.000816394
-27.52496338,2.108659939,0.000711623,0.00070518
-0.67918264,4.572980451,0.000417878,0.00021513
-0.741171358,18.44874259,0.000317724,0.005993769
-0.953284756,2.971995051,0.000207706,0.000231153
-0.333075934,20.17507047,0.000134943,0.003671977
-917.8916037,1.811253456,0.00033485,0.005774309
-0.432484726,7.067582153,0.000247258,0.000659933
-1.459320865,6.390694782,0.000177603,0.000371279
-0.058726791,1.305366462,0.000112941,0.000334888
-48.67380688,1.133912728,0.000160454,0.002083051
0.639868129,1.039711957,0.000126984,0.000631103
-35.92798744,1.169159389,0.000210305,0.00145915
-200.0780682,1.138550179,0.000643502,0.000940806
-49.06751646,2.89812681,0.000128484,0.006669603
-0.971402227,2.693762344,0.000130362,0.00032923
-2.244127139,26.2241312,0.000486239,0.000129688
-159.1700766,1.519189878,0.000883385,0.00082737
-0.199892138,2.722314858,0.000304404,0.000238177
-0.415880871,29.56946653,0.000831094,0.000830042
-6.991709016,1.546297625,0.000164646,0.001447771
0.794080846,18.0453572,0.000138596,0.009164315
-17.96742548,1.532683823,0.000857531,0.000366691
-2.791236891,4.822169106,0.000174442,0.003444292
-2981.017857,2.385756132,0.000461052,0.009698398
-52.80803976,6.130941849,0.000321922,0.005795621
-1.788063783,3.928004935,0.000147282,0.000183021
-0.560013957,8.141775248,0.000111622,0.00155203
-5.939856881,4.36775438,0.000113071,0.005705583
-1.790248764,29.17982725,0.000555968,0.000359005
-1.011675779,6.325818289,0.000917382,0.000106488
-1.842272035,12.42160084,0.000516119,0.00015195
-31.77026463,1.19732919,0.000193175,0.001554175
-1.004246549,18.50530215,0.000514814,0.000558342
-1.279693532,1.875830427,0.000120545,0.000191558
-5.008385842,1.311597016,0.000172365,0.001077209
-87.56648656,3.914667709,0.00048267,0.00302761
-2.171685466,20.16135126,0.000291709,0.00021355
-1017.581636,1.928227437,0.000531557,0.004065369
-0.38670945,8.009933815,0.000753963,0.000252406
-1.494955678,27.21458592,0.00035233,0.000767185
-0.077452178,6.88254912,0.00033624,0.001912053
-27.41999035,6.87553003,0.000455145,0.003590046
-0.810917909,2.467456751,0.000191227,0.000231473
-22.33465214,22.04793527,0.000590541,0.008250875
0.224379124,1.043609135,0.000242354,0.000378007
-0.784271001,1.039004944,0.000344707,0.000312824
-0.287547885,1.082656733,0.000224053,0.000122039
0.773974255,2.264780378,0.000147826,0.00077464
-6.738763088,1.170751088,0.000909599,0.000196472
-8.140282487,8.506951833,0.000292651,0.00467197
-110.4241948,2.032608033,0.000580965,0.00143913
-1.353631197,3.226966197,0.000136852,0.000270707
-5.651007704,6.679603023,0.000126284,0.007714362
-1.407541203,2.861884061,0.000117206,0.000265766
-0.781031456,6.54022216,0.000104821,0.006472916
-4909.43769,1.218279367,0.000958186,0.003035988
0.648704693,6.789547556,0.000499517,0.001043518
-0.15256995,3.220387583,0.000714085,0.000123566
-1.18026749,6.690972011,0.000188908,0.000476321
-0.677696011,26.60143214,0.000476266,0.005718735
-1.855544672,15.0995613,0.000106525,0.000875992
-2.237045976,19.1000018,0.000148611,0.000317614
0.852769393,13.05843862,0.000437774,0.001962908
-0.886938473,20.11340744,0.000127659,0.002674853
-2.195761682,13.82162726,0.000586341,0.002809959
-49.95903704,4.664087057,0.00068889,0.002016044
0.473527389,29.26928582,0.00062395,0.001878019
-355.3964063,2.003097165,0.000919285,0.001498649
-2.258942212,8.685291788,0.000110981,0.000177296
-580.6394333,1.357897713,0.000186016,0.006290715
-6.642457708,15.30118628,0.000651103,0.003573551
-0.920350514,6.700081133,0.000876294,0.000806678
-94.54044555,2.18606984,0.000304684,0.002765031
-66.21574221,4.889884865,0.000733584,0.002219729
-0.87958407,22.84955246,0.000872871,0.002748527
0.862474621,1.497133185,0.000921192,0.000104833
-5.230676737,1.676103614,0.000348297,0.000688494
-0.22836862,4.782966569,0.000123183,0.001016483
-161.2548153,1.508890818,0.000724853,0.001007164
0.257446197,11.88029654,0.000120851,0.003437954
-2.158849128,7.616711973,0.000208857,0.000117139
-175.5888041,1.210431894,0.000195637,0.003106705
-2.162470379,23.77716201,0.000305738,0.000247116
-1.712310472,3.51574908,0.000152739,0.000175833
-1.047684513,1.160838403,0.0001734,0.000100485
-2133.346632,1.783136005,0.000712935,0.00398933
-2530.767851,1.318754073,0.000715731,0.003190803
-233.9217852,4.210224928,0.000908134,0.0026418
0.835884329,1.539475675,0.000113697,0.000913482
-1611.248719,1.588949369,0.000224259,0.009878705
-0.209721369,3.573617398,0.000157271,0.000601589
0.554332005,7.744714759,0.000730887,0.000845474
0.134589345,25.39033653,0.000419517,0.005421257
-2.114275754,26.75568809,0.000583781,0.000166763
-0.844291446,15.08416218,0.000494709,0.003187866
-12.50976517,3.9561612,0.000818559,0.000882064
-33.13604831,2.029844593,0.000969951,0.000532967
0.830018885,29.3789966,0.000269681,0.00589522
-127.6884532,2.907011793,0.00078768,0.00161473
-252.9310991,2.040226908,0.000528993,0.002275621
0.587169177,8.620545465,0.000204621,0.003319709
0.32445452,2.758666026,0.00046286,0.000510387
0.849783728,1.152968719,0.000157308,0.00048473
0.058227501,10.83052684,0.000178587,0.001883215
-6.422035557,1.325499279,0.000477364,0.000418504
0.856736582,17.85001951,0.000218902,0.004627005
-6.490949962,16.37825119,0.000580698,0.004262849
-1554.890428,1.557381615,0.000827275,0.002580477
-14.36704652,6.351689476,0.000898359,0.001348031
-0.187772105,16.11303481,0.000113776,0.003799269
-1.482701605,8.66463811,0.000357149,0.000244174
-9.183128469,1.516608542,0.000170903,0.001476046
-8.583380382,4.585440282,0.000346777,0.002157248
-836.0287266,1.871369691,0.000265797,0.007192833
-0.197252128,1.96129926,0.00010863,0.001722265
0.562510008,10.9527729,0.00059793,0.001457136
-6.000991921,21.88357432,0.000838977,0.00386278
0.214300501,9.040957844,0.000906045,0.000340017
-0.734303219,3.303593119,0.00034902,0.000179184
-14.47678803,19.54025021,0.000449935,0.008300419
-2.398933355,28.52239592,0.000165482,0.00016661
-2.290294011,15.7875456,0.000145663,0.000213747
-2.377355012,15.54246364,0.000142873,0.000126736
-11.62319501,1.2320303,0.000359377,0.000611646
0.186190946,3.166084759,0.000530579,0.00019994
0.392509068,2.885340866,0.000130482,0.000840427
0.112990015,1.37229074,0.000203212,0.000216621
0.035087497,4.540434241,0.000452845,0.000307114
-19733.17042,1.322797067,0.000860696,0.007262732
0.0429883,13.10292856,0.000405742,0.000993802
-0.952422114,2.376038663,0.000331017,0.000760151
-1.131971013,1.450025024,0.000155435,0.000130707
-0.705436578,1.553678152,0.000139653,0.000214833
0.50236552,10.6298079,0.000140913,0.003078222
0.438305621,5.721918076,0.000858519,0.000260795
-14.46965691,2.658266417,0.000164116,0.00309528
-1.49909184,28.43522015,0.000510094,0.000551188
-172.0522502,9.261940894,0.000948309,0.004860713
-0.732001427,25.85218171,0.000136348,0.003595009
0.115238967,7.84279342,0.000125357,0.005627299
-1404.976578,1.393455738,0.000607225,0.002997091
-1.902502663,10.57571489,0.000259448,0.000232756
-2.019870857,6.59607073,0.000210984,0.000142331
-0.700654539,20.68929812,0.000227641,0.001760759
-0.263623171,5.867759872,0.000285266,0.000527108
0.712680637,10.66965187,0.000955763,0.000532721
-35.560909,1.312935999,0.000181865,0.001887557
-0.937037134,4.742469453,0.000533519,0.000145378
-1.353065668,2.859937956,0.000280059,0.000117301
-2.106954494,7.41478009,0.000128189,0.000214536
-0.733992552,3.179033341,0.000236293,0.000254742
-5.123558764,11.83593162,0.000178176,0.009455837
-2.67330737,7.302158062,0.000266717,0.003382984
-607.9413008,6.060451565,0.000682732,0.007814478
-0.239836645,19.45404262,0.000234558,0.002156254
0.046891354,5.702489762,0.000283107,0.000621298
-2.031893472,25.39897375,0.000678656,0.000165997
0.830314772,1.94999168,0.000216396,0.000487865
0.795748234,5.266230656,0.000531312,0.000513216
-13.4464464,1.835439188,0.00055584,0.000616453
0.652458884,1.691566555,0.000198449,0.000653281
-71.91715778,5.242997121,0.000260405,0.006932662
-30.5807434,1.603608266,0.000575109,0.000689446
-1.361594726,9.823272754,0.00041205,0.000271581
0.106144755,9.010259996,0.000102388,0.00793049
-166.3379081,3.250097359,0.000347176,0.004590923
-8.312593637,8.576677199,0.000234342,0.005916979
-0.795583332,4.366269073,0.000503907,0.000900534
-2.350986803,13.52861423,0.00013454,0.000141612
-2.040561509,11.31245162,0.000128071,0.000384326
-5.610298919,6.838215597,0.000204527,0.004867433
-161.5433949,2.960896649,0.000265186,0.005406298
0.067943343,28.45456949,0.000467574,0.001900641
-1.538199146,21.46340731,0.000551887,0.000368214
0.860420753,10.36208157,0.000160639,0.004181191
-0.044103483,1.387780027,0.000250351,0.000514636
-273.9091037,2.295022071,0.000420388,0.003338105
-0.637332171,9.167916336,0.000524264,0.00035359
-1.26494355,6.30433948,0.000687781,0.000114367
-1.172666793,6.62755398,0.000130242,0.000688811
-1.250925906,2.151401973,0.000201025,0.000135238
0.433875532,1.732323268,0.000136726,0.001052204
-65.25167547,3.760666944,0.000237493,0.005242036
-88.01256532,3.723756043,0.000225554,0.006175896
-1.087497123,10.86742631,0.000169922,0.000929608
-61.61469139,3.792780206,0.000457036,0.002684726
-0.978823356,5.474431919,0.000702506,0.000123453
-13755.44879,1.861846657,0.000972859,0.007570072
-0.892751686,6.833565555,0.000179701,0.000642836
0.285378354,25.24395231,0.000640693,0.003408003
-2.240675358,12.99198678,0.000276217,0.00011463
0.731151895,12.04302994,0.000919708,0.000635185
-12.08649578,7.404699296,0.000207898,0.006431318
-135.8355304,2.082289929,0.00048568,0.001926194
-4.473629373,1.487489492,0.000808072,0.000253688
-50.63121181,1.218693798,0.000259986,0.001403137
-1.870683151,6.089378289,0.000205992,0.000178197
0.296297501,1.451011723,0.000479016,0.000108468
-0.091450549,3.047746064,0.000163625,0.000529298
-1.244452559,23.4638484,0.00010628,0.00280608
-924.5383646,1.713571186,0.000777052,0.002362109
-2.017700002,4.559003606,0.000124466,0.000167533
-1.975133866,5.17919166,0.000111725,0.000231366
-0.920734186,2.519184577,0.000670888,0.000396187
0.69710326,13.48726541,0.000947873,0.000670039
0.515497854,4.928287241,0.000496078,0.000408978
-35.04766867,1.886707962,0.000314956,0.001557758
0.143840878,14.49568939,0.000722853,0.001792669
0.870806553,10.57211849,0.000169727,0.003907509
0.503794801,10.61174622,0.000338182,0.00254859
-26.56076658,15.88449587,0.000414047,0.009013636
0.663957851,1.374158983,0.000374412,0.000168229
-1.736355557,1.837937964,0.000133891,0.000101461
-1.71234157,1.030908772,0.000283302,0.00041639
-3070.187781,3.749172851,0.00094417,0.007549184
0.511769126,7.882907994,0.000124695,0.002595972
-1.710703179,7.06277614,0.000121241,0.000445964
-2.122895376,17.15947865,0.000255123,0.000239166
-182.6588469,3.135009676,0.000443455,0.003611603
0.872301245,5.385783322,0.000562795,0.000594703
-59.53605437,2.65465236,0.000460734,0.001838654
0.50521214,17.69286566,0.000424864,0.00170255
-5439.596857,1.066937943,0.000342413,0.007821679
-30.66326788,15.53717824,0.000484674,0.007934143
-29.41048734,2.663696729,0.000202185,0.003211441
-2.023193938,13.45519261,0.000141237,0.000430626
-2.228180011,17.0489469,0.000272741,0.000159698
-1.464195203,19.97025896,0.000362452,0.000565588
0.609465064,16.14595055,0.000409968,0.001731809
-512.0563901,7.322053983,0.000640103,0.009300365
-506.4518589,3.302469693,0.00040724,0.006559942
-26068.16893,1.51764055,0.000961723,0.008556576
-1.75041701,18.23042725,0.000275708,0.000479181
-139.3595822,6.189607876,0.000550111,0.005110931
0.82234884,6.32797019,0.000633797,0.000534441
-26701.1304,1.232868661,0.000872067,0.007757111
-1.582432322,11.67202611,0.000203306,0.000516535
0.315826585,26.8651129,0.000162574,0.005988251
-0.322247668,2.058348875,0.000317797,0.00016014
-568.8202483,1.497642476,0.00034431,0.003712787
-0.789729211,16.12948429,0.00012813,0.002292451
-11.54564372,1.290358057,0.000118454,0.001939546
-2.322552182,12.72521505,0.000124494,0.000170883
-30.45432475,2.775606812,0.000428302,0.001599926
-2.146890857,15.23368057,0.000375016,0.000135114
-1.816370649,16.80141801,0.000967721,0.000114156
0.811300031,6.18119277,0.000161454,0.002019761
-1.880971354,4.846833693,0.000237274,0.000121032
-0.583377198,1.488501685,0.000203868,0.000153003
-87.60935638,3.197467868,0.000345979,0.003450643
-9.329174419,16.43964219,0.00030871,0.008898156
-40.28608942,4.921586969,0.000428795,0.003145575
-2.337434348,19.63351644,0.000229113,0.000131432
-1.759845633,23.03683381,0.00023804,0.00069199
-9.084901895,1.747116003,0.000182915,0.001583799
-19.27920516,3.832981752,0.000266594,0.003020647
-0.85328406,1.164793365,0.000141368,0.000862383
-159.599731,1.370891224,0.000967052,0.00068281
-54.87424992,1.226177716,0.000865665,0.000437623
-171.1874612,3.521733045,0.00065834,0.00265644
-2.11454983,13.08066467,0.000408837,0.000116332
-0.961865052,2.298146525,0.000209435,0.001163322
-10.8390446,2.297365013,0.000236783,0.001694728
-4.766300895,13.49185347,0.000690796,0.002732121
-1.575879966,2.532069784,0.000390886,0.000731981
0.84001366,1.19488827,0.000111365,0.000719946
-212.5074019,1.413504149,0.000659553,0.001170308
-1.760251494,12.51915304,0.00015979,0.000559887
-1.728558314,27.03008978,0.000168093,0.001201434
-2.814149813,23.80953235,0.000384105,0.007735707
-0.264378627,24.99618322,0.000265369,0.002412682
-2.268547951,8.287053453,0.000119688,0.000150626
0.01067253,12.60889136,0.000690955,0.000550935
-1.322220164,26.11731719,0.000323482,0.000955213
-1.853505873,22.85732537,0.000405275,0.000349704
-33.04777452,24.73401521,0.000660009,0.009534546
-1.647435196,4.313133089,0.000192243,0.000186509
-2.096709501,2.1360903,0.00017904,0.001410912
0.792987261,1.037239515,0.000724519,0.000100856
-1.523804311,2.725094014,0.000234936,0.000111609
-21.93362737,6.338740684,0.000218348,0.006375291
-2.4067775,26.71022607,0.000126314,0.000189191
0.872279477,12.44697571,0.000415193,0.001795974
-1.920172391,21.17337953,0.000494254,0.000237083
-2.145672094,14.5006205,0.000336938,0.000143648
-25.70566115,7.577952019,0.000198312,0.008873603
-282.7790865,4.07636108,0.000483671,0.005227572
0.660926336,2.828017623,0.000810121,0.000159625
-716.2068836,2.547619058,0.000466928,0.005184418
0.545849512,27.58736467,0.000246803,0.004697859
-0.532723397,1.158471874,0.000224156,0.00051892
-27.08996917,3.154261563,0.00072619,0.00102778
-2439.901266,2.423376022,0.000897325,0.004595153
-0.340046126,1.297399219,0.000131024,0.000242159
-238.6602509,2.72602103,0.000388911,0.004029953
0.049884903,28.06052693,0.000109031,0.007952433
-1.253805136,13.12969525,0.000149572,0.001106369
-1.367984308,5.098791169,0.000192154,0.0003004
-11.33904943,4.028122987,0.000176015,0.004052285
-37436.68308,1.247632667,0.000976675,0.008285143
-0.089485044,1.939408811,0.000429586,0.00012844
0.184381756,13.74661542,0.000130062,0.003537529
-1.419506212,18.41739535,0.000321847,0.000615319
-0.676525208,2.218276375,0.000243473,0.000179432
-91.87278526,5.271606845,0.000271238,0.007401164
-0.543381119,1.020096269,0.000273118,0.000375578
-10.69593977,16.0201375,0.00049187,0.005666306
-2.390216055,11.2434066,0.00074929,0.001815934
-1.547066754,18.31744165,0.000528506,0.000324863
-1477.28236,2.902072334,0.000458089,0.008474225
0.600347665,1.45051829,0.000262694,0.000432813
0.205720667,3.60290777,0.000711951,0.00044617
-886.9978056,2.568500059,0.000271613,0.009933447
0.262795846,2.02915432,0.000499747,0.000142462
0.827945238,2.07310329,0.000384902,0.00036686
-1.379295082,24.52459366,0.000371835,0.000738414
-12.52895762,2.090095027,0.000256537,0.001487647
0.120013958,5.234088464,0.000289168,0.000583042
-0.457584677,8.409143458,0.000156657,0.001219832
-50.61618995,11.75569217,0.000734598,0.004789608
0.319295989,5.621608601,0.000246973,0.000826609
-1.551350227,5.476294198,0.000443353,0.000115213
0.510330037,6.334430288,0.000276599,0.000939507
-1.554361007,22.99769069,0.000247771,0.00086278
-1.089830912,19.61349341,0.000277364,0.001025888
0.333810043,5.409649592,0.000301891,0.001530735
-0.254458474,22.41083856,0.000113462,0.005089792
-2.38119113,25.3213444,0.000158617,0.000180343
-3.025633265,1.924951083,0.00013682,0.001781148
-1.140538713,1.55526427,0.000132969,0.001265028
-2067.364929,1.123929616,0.000224517,0.007865023
-12.53563156,5.551307139,0.00083301,0.001217026
-6.373164742,1.510945029,0.000871064,0.000260916
-7.140242577,18.26145627,0.000963496,0.002938326
0.747447865,7.392117576,0.000108956,0.003341181
-0.794798079,10.01557285,0.000119165,0.001525106
-1.956543923,9.530371361,0.000273307,0.000180426
-1.8538086,7.483185352,0.000268009,0.003235192
0.605101054,1.710659565,0.00043939,0.000304579
0.832548931,1.296516977,0.000182789,0.000480507
-99.5122951,3.146760709,0.000185332,0.006684978
-2.259189603,20.42361885,0.000315174,0.000146656
0.70614614,14.50555328,0.000227222,0.004763213
-1173.622221,4.160402742,0.000549098,0.009084478
-2.238117093,13.82632907,0.000136757,0.000248828
-77.1916148,2.582515721,0.00012643,0.007239357
-18.42683228,1.000850661,0.000554945,0.000373164
-6.716469162,1.739999792,0.000156369,0.001697071
-181.7812246,1.080817134,0.000394321,0.001397333
-1.342519284,1.28597675,0.000120601,0.000123737
-2.28758094,22.03294249,0.000138883,0.000316884
-2.288746702,11.24723136,0.000118263,0.00018893
-6.262378821,5.047029709,0.000104436,0.007236024
-13.66476371,8.565016744,0.000809003,0.001986552
-3403.293831,1.408225662,0.00045651,0.00616453
-26.5834683,4.379655039,0.000435161,0.002365375
-0.502069388,15.56891762,0.000138086,0.002490577
-0.650111878,3.067505213,0.000436868,0.000140767
0.794697077,26.91083854,0.000671506,0.002072526
-1980.975149,1.256148489,0.000459039,0.004212113
0.593703628,1.421217288,0.000459568,0.000243052
0.182103375,2.64473902,0.000136883,0.000645803
-28.56323026,1.47841067,0.000299261,0.001191516
-0.181468487,7.269942431,0.000966162,0.000202628
-1.791870749,20.73156227,0.000103027,0.001373093
-303.7078949,2.253255354,0.000503791,0.002864838
-2.269684105,12.14586834,0.000154152,0.000170569
0.843953229,8.261724925,0.000600551,0.000761202
-170.144406,1.496624067,0.000226595,0.003271147
-1.814149833,3.077956167,0.000162237,0.00012517
-2617.639295,3.942728372,0.000732571,0.009473272
-151.1765434,4.267895561,0.000517428,0.00388061
-80.61703875,1.340004584,0.000862681,0.000560402
0.443050407,21.40508566,0.000199549,0.004210174
-13.43477495,2.90108545,0.000488934,0.001107388
-1.746827241,10.43990804,0.000298366,0.000254859
-2.267919913,27.10373767,0.000186918,0.000316301
-19.09336145,13.11184472,0.000644689,0.004258925
