R2all,d2,k2,k3
0.827603545,3.659720364,0.000148508,0.001679191
0.827560831,2.914932421,0.000238864,0.000831572
0.82733669,9.022526608,0.000168675,0.002883368
0.827037813,1.80510349,0.00025909,0.000375405
0.826956697,8.777351475,0.000838398,0.000564027
0.826888079,9.769960522,0.000233749,0.002850362
0.826830893,28.69755007,0.000213035,0.007256046
0.826022606,18.10683752,0.00015465,0.006299412
0.825947055,19.23037046,0.000118973,0.008695609
0.825811833,23.20985654,0.000402022,0.003105275
0.825475222,1.553149805,0.000123865,0.000856446
0.825380054,5.747273876,0.000484898,0.000809655
0.825378198,3.415563321,0.000351277,0.000664202
0.825358424,2.845384293,0.000115784,0.001320991
0.824998469,7.230487469,0.000211958,0.001832736
0.82473899,2.353518214,0.000331474,0.000381329
0.824669017,4.76672639,0.000606666,0.000537155
0.824496973,6.031662253,0.00010458,0.003943665
0.824192595,14.88539694,0.000216347,0.003692326
0.823839779,7.445104889,0.000294883,0.001354254
0.82373432,18.98342583,0.000489948,0.002651551
0.82370492,9.670778696,0.000927364,0.000713674
0.823535207,7.802882981,0.000440606,0.000949511
0.823226883,23.48780218,0.000877506,0.001434498
0.822954662,6.821954278,0.00023348,0.002001244
0.82234884,6.32797019,0.000633797,0.000534441
0.822241228,25.52888525,0.000419614,0.003256117
0.821813941,1.214968985,0.000199136,0.000326362
0.821807077,13.65806743,0.000472009,0.001547747
0.821790015,7.848130213,0.000300919,0.001788546
0.821366462,3.744075649,0.000769573,0.000260076
0.821214219,4.886559703,0.000145865,0.002298794
0.821201542,2.523472344,0.000532783,0.000325012
0.821163448,4.050103447,0.000252029,0.000858816
0.820550533,3.14141388,0.00015113,0.001109941
0.820093091,7.144924655,0.000380847,0.001001152
0.819998088,25.0642894,0.000148919,0.008980489
0.819566565,16.06378698,0.000120434,0.009168536
0.819284538,10.09766329,0.000148132,0.004687054
0.819250039,17.8439494,0.000940481,0.001011347
0.819034715,26.58334295,0.000262997,0.006951844
0.818745215,3.670940216,0.000650654,0.000300538
0.818647274,9.424001001,0.000334464,0.001938653
0.818608929,16.87013206,0.000423302,0.002742206
0.818602116,16.8758709,0.000518024,0.001735002
0.818485552,9.740099641,0.000500668,0.001338752
0.818192283,1.265152665,0.000653808,0.000133199
0.817508325,1.692141988,0.000155257,0.000750758
0.81746599,3.00963224,0.000987984,0.000209846
0.817409468,10.69508485,0.000131598,0.005598865
0.816836725,11.27020723,0.000320959,0.002420472
0.816640522,27.24236875,0.000273684,0.006862779
0.816619052,7.805537347,0.000378225,0.001096226
0.816357735,1.524884295,0.000472117,0.000171514
0.815931237,18.10068007,0.000127835,0.007514498
0.815868957,4.521940511,0.000143565,0.001671475
0.815847725,1.198143938,0.000457351,0.000180759
0.815519771,3.680942291,0.000478024,0.000531496
0.815468015,20.88016783,0.000949839,0.0015174
0.814836374,16.51249193,0.000165025,0.005302736
0.814741852,1.444610156,0.000133306,0.000574249
0.814607471,7.621894924,0.000264332,0.001992049
0.814159262,1.824236671,0.000712279,0.000135613
0.813960154,5.671541578,0.000124954,0.002402702
0.813348227,3.383190103,0.000285069,0.000820918
0.812944416,1.019402596,0.00017638,0.000305562
0.812691812,4.000815089,0.000226804,0.001220956
0.812627471,4.295565184,0.000654259,0.000454465
0.812135566,2.221296347,0.000751017,0.000156207
0.812042298,14.01095254,0.000242689,0.003048597
0.812033376,9.372855671,0.000589726,0.000839267
0.811901409,2.013342671,0.000303354,0.000459727
0.811700578,5.282375695,0.000899808,0.000406724
0.811313262,1.287289578,0.000256065,0.000348418
0.811300031,6.18119277,0.000161454,0.002019761
0.811240262,5.380290691,0.000810868,0.000350026
0.811158668,1.171149352,0.000285463,0.000284381
0.811033728,19.92276956,0.000163061,0.008470324
0.810452608,3.545770928,0.000540692,0.000454883
0.809714892,3.737713889,0.000733415,0.000353753
0.809680919,1.917762686,0.000420678,0.000316446
0.809606553,2.452396744,0.000733247,0.000176076
0.809529043,2.196504019,0.000162536,0.00093821
0.809322183,5.389448191,0.000182075,0.002055417
0.809175645,19.53360532,0.000837819,0.001619198
0.809144058,1.480926992,0.000596417,0.000130647
0.80873848,17.68083436,0.000205707,0.005971728
0.808723584,23.29685461,0.000302169,0.005356733
0.808638856,2.045090145,0.000329193,0.000326663
0.808454971,16.99105857,0.000203446,0.004390359
0.808328719,6.074897709,0.0001622,0.002603155
0.807787525,3.540950262,0.000569443,0.000432414
0.807775541,7.210840359,0.000106476,0.003557132
0.807570406,2.491914865,0.000371321,0.000466767
0.807481109,3.352263699,0.000313365,0.000561694
0.806771542,9.099572187,0.000105378,0.004530019
0.806573106,7.779034271,0.000200701,0.002032825
0.80623303,1.113276843,0.000399163,0.000194223
0.805957968,5.149331798,0.000674916,0.000399853
0.80578316,29.99489864,0.000752749,0.002087853
0.805582268,22.42608848,0.00023445,0.005010718
0.805012009,1.43628147,0.0002713,0.000277141
0.804709973,27.37239742,0.000695264,0.002060155
0.804235726,13.04068496,0.000243024,0.003743691
0.804233825,5.792409698,0.000275581,0.001099259
0.803998278,28.09872866,0.000763748,0.001923535
0.803693783,8.116890748,0.000400452,0.001414816
0.803414241,7.434982867,0.000296176,0.001752669
0.802957753,8.694158428,0.000351358,0.001292112
0.802676906,7.043584744,0.000305176,0.001612501
0.80256813,5.648440713,0.000898773,0.00032802
0.802291854,1.064762843,0.000215948,0.000344588
0.802046881,25.27831955,0.000440504,0.004011437
0.80198069,1.721164612,0.000155614,0.000576899
