bur2 100,btt 100
0.00095083,0
0.00095037,0
0.000949909,0
0.000949447,0
0.000948983,0
0.000948518,0
0.000948052,0
0.000947585,0
0.000947116,0
0.000946647,0
0.000946176,0
0.000945704,0
0.000945231,0
0.000944756,0
0.000944281,0
0.000943805,0
0.000943327,0
0.000942849,0
0.000942369,0
0.000941889,0
0.000941408,0
0.000940925,0
0.000940442,0
0.000939958,0
0.000939473,0
0.000938986,0
0.0009385,0
0.000938012,0
0.000937523,0
0.000937034,0
0.000936544,0
0.000936053,0
0.000935561,0
0.000935069,0
0.000934576,0
0.000934082,0
0.000933587,0
0.000933092,0
0.000932596,0
0.0009321,0
0.000931603,0
0.000931105,0
0.000930607,0
0.000930108,0
0.000929609,0
0.000929109,0
0.000928608,0
0.000928108,0
0.000927606,0
0.000927104,0
0.000926602,0
0.000926099,0
0.000925596,0
0.000925093,0
0.000924589,0
0.000924085,0
0.000923581,0
0.000923076,0
0.000922571,0
0.000922065,0
0.00092156,0
0.000921054,0
0.000920548,0
0.000920041,0
0.000919535,0
0.000919028,0
0.000918521,0
0.000918014,0
0.000917507,0
0.000917,0
0.000916493,0
0.000915986,0
0.000915478,0
0.000914971,0
0.000914463,0
0.000913956,0
0.000913448,0
0.000912941,0
0.000912433,0
0.000911926,0
0.000911419,0
0.000910912,0
0.000910405,0
0.000909898,0
0.000909391,0
0.000908884,0
0.000908378,0
0.000907872,0
0.000907366,0
0.00090686,0
0.000906355,0
0.000905849,0
0.000905344,0
0.00090484,0
0.000904335,0
0.000903831,0
0.000903328,0
0.000902824,0
0.000902321,0
0.000901819,0
0.000901317,0
0.000900815,0
0.000900314,0
0.000899813,0
0.000899313,0
0.000898813,0
0.000898314,0
0.000897815,0
0.000897316,0
0.000896819,0
0.000896322,0
0.000895825,0
0.000895329,0
0.000894834,0
0.000894339,0
0.000893845,0
0.000893352,0
0.000892859,0
0.000892367,0
0.000891876,0
0.000891386,0
0.000890896,0
0.000890407,0
0.000889919,0
0.000889432,0
0.000888945,0
0.000888459,0
0.000887974,0
0.00088749,0
0.000887007,0
0.000886525,0
0.000886044,0
0.000885563,0
0.000885084,0
0.000884605,0
0.000884128,0
0.000883651,0
0.000883175,0
0.000882701,0
0.000882227,0
0.000881755,0
0.000881284,0
0.000880813,0
0.000880344,0
0.000879876,0
0.000879409,0
0.000878943,0
0.000878478,0
0.000878015,0
0.000877553,0
0.000877091,0
0.000876631,0
0.000876173,0
0.000875715,0
0.000875259,0
0.000874804,0
0.000874351,0
0.000873898,0
0.000873447,0
0.000872998,0
0.000872549,0
0.000872103,0
0.000871657,0
0.000871213,0
0.00087077,0
0.000870329,0
0.000869889,0
0.000869451,0
0.000869014,0
0.000868578,0
0.000868144,0
0.000867712,0
0.000867281,0
0.000866852,0
0.000866424,0
0.000865998,0
0.000865573,0
0.00086515,0
0.000864729,0
0.000864309,0
0.000863891,0
0.000863474,0
0.000863059,0
