Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,173.01,62.996,1
1,2,0,98.292,238.98,2
1,3,0,81.578,176.94,3
1,4,0,221.66,299.22,4
1,5,0,92.077,129.26,5
1,6,0,84.61,237.38,6
1,7,0,72.651,188.47,7
1,8,0,276.73,65.195,8
1,9,-1,266.36,72.571,9
1,10,-1,217.16,309.22,10
1,11,-1,82.46,189.64,11
1,12,-1,86.32,142.98,12
1,13,-1,228.82,310.47,13
1,14,-1,101.19,227.76,14
2,1,1,173.01,62.996,1
2,2,0,87.515,229.86,2
2,3,0,70.74,166.7,3
2,4,0,210.72,289.13,4
2,5,0,81.34,119.61,5
2,6,0,72.105,231.88,6
2,7,0,60.359,179.86,7
2,8,0,265.2,54.788,8
2,9,-1,255.56,62.024,9
2,10,-1,205.96,298.55,10
2,11,-1,73.5,181.22,11
2,12,0,74.223,132.21,12
2,13,-1,218.9,302,13
2,14,0,89.449,218.33,14
3,1,1,173.01,62.996,1
3,2,0,91.061,229.12,2
3,3,0,74.576,166.51,3
3,4,0,215.92,289.64,4
3,5,0,84.828,118.34,5
3,6,0,75.89,229.8,6
3,7,0,64.814,178.56,7
3,8,0,270.69,55.253,8
3,9,-1,259.72,62.525,9
3,10,-1,213.31,298.34,10
3,11,-1,76.492,180.34,11
3,12,1,78.79,132.73,12
3,13,-1,223.12,302.03,13
3,14,0,92.64,217.62,14
4,1,1,173.01,62.996,1
4,2,0,90.768,233.65,2
4,3,0,74.508,172.01,3
4,4,0,214,293.36,4
4,5,0,85.601,123.61,5
4,6,0,76.375,234.08,6
4,7,0,65.539,183.88,7
4,8,0,266.8,61.565,8
4,9,-1,259.65,67.889,9
4,10,-1,210.21,304.35,10
4,11,-1,76.323,185.68,11
4,12,-1,77.534,137.5,12
4,13,0,223.63,306.7,13
4,14,0,93.514,221.76,14
5,1,1,172.01,63.996,1
5,2,0,89.74,232.63,2
5,3,0,72.484,170.18,3
5,4,0,213.54,291.77,4
5,5,0,84.445,122.95,5
5,6,0,75.253,232.96,6
5,7,0,62.442,182.29,7
5,8,-1,267.16,59.151,8
5,9,-1,257.96,65.426,9
5,10,-1,209.27,300.76,10
5,11,0,75.921,185.64,11
5,12,0,76.868,134.89,12
5,13,1,220.19,304.75,13
5,14,0,92.604,221.12,14
6,1,1,172.01,63.996,1
6,2,-1,88.577,234.76,2
6,3,-1,71.411,171.83,3
6,4,-1,212.01,293.95,4
6,5,-1,82.898,124.01,5
6,6,-1,74.321,234.81,6
6,7,-1,61.984,183.9,7
6,8,-1,266.58,60.009,8
6,9,-1,256.44,67.033,9
6,10,-1,206.26,304.45,10
6,11,-1,74.126,184.31,11
6,12,-1,74.779,136.91,12
6,13,-1,220.03,306.75,13
6,14,-1,92.533,222.46,14
7,1,1,172.01,63.996,1
7,2,-1,104.68,242.19,2
7,3,-1,87.604,178.72,3
7,4,-1,226.73,299.48,4
7,5,-1,98.96,130,5
7,6,-1,88.594,242.23,6
7,7,-1,76.333,190.74,7
7,8,-1,281.27,66.737,8
7,9,-1,273.73,72.378,9
7,10,-1,221.81,311.41,10
7,11,-1,90.667,192.1,11
7,12,-1,93.235,146.47,12
