Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,300,293.28,1
1,2,0,110.66,88.938,2
1,3,0,362.5,107.49,3
1,4,0,363.71,121.28,4
1,5,0,159.22,268.6,5
1,6,0,194.35,99.524,6
1,7,0,347.8,107.79,7
1,8,0,407.86,221.25,8
1,9,0,204.99,86.543,9
1,10,0,209.02,100.63,10
1,11,0,160.46,282.65,11
1,12,0,173.04,276.37,12
2,1,1,300,293.28,1
2,2,0,100.16,80.679,2
2,3,0,351.27,98.406,3
2,4,0,353.75,113.34,4
2,5,0,148.41,259.69,5
2,6,0,182.93,89.908,6
2,7,0,337.92,100.58,7
2,8,0,399.74,211.08,8
2,9,0,193.62,78.392,9
2,10,0,198.96,92.343,10
2,11,0,151.37,274.2,11
2,12,0,162.31,266.72,12
3,1,1,300,293.28,1
3,2,0,104.38,82.876,2
3,3,0,355.01,100.2,3
3,4,0,357.24,116.44,4
3,5,0,153.33,261.62,5
3,6,0,187.75,92.036,6
3,7,0,342.32,100.97,7
3,8,0,401.67,214.64,8
3,9,0,198.86,79.614,9
3,10,0,203.32,94.77,10
3,11,0,154,278.25,11
3,12,0,163.05,269.54,12
4,1,1,300,293.28,1
4,2,0,104.8,83.889,2
4,3,0,356.4,101.88,3
4,4,0,357.69,117.14,4
4,5,0,153.01,263.34,5
4,6,0,188.88,94.387,6
4,7,0,341.61,104.26,7
4,8,0,402.22,216.93,8
4,9,0,198.51,81.329,9
4,10,0,205.78,96.355,10
4,11,0,155.63,278.41,11
4,12,0,166.5,270.99,12
5,1,1,300,293.28,1
5,2,0,103.16,85.005,2
5,3,0,353.63,102.85,3
5,4,0,355.95,119.11,4
5,5,0,150.76,265.02,5
5,6,0,185.28,96.634,6
5,7,0,337.72,104.58,7
5,8,0,400.04,218.06,8
5,9,0,196.42,82.833,9
5,10,0,203.69,96.216,10
5,11,0,153.08,280.34,11
5,12,0,165.67,272.51,12
6,1,1,300,293.28,1
6,2,-1,101.77,85.153,2
6,3,-1,352.88,102.34,3
6,4,-1,354.43,118.31,4
6,5,-1,149.36,264.74,5
6,6,-1,184.78,95.533,6
6,7,-1,337.66,105,7
6,8,-1,398.97,217.01,8
6,9,1,194.48,83.437,9
6,10,-1,200.86,95.947,10
6,11,-1,151.25,280.6,11
6,12,-1,164.48,271.34,12
7,1,1,300,293.28,1
7,2,-1,114.97,97.01,2
7,3,-1,367.3,114.81,3
7,4,-1,368.18,131.35,4
7,5,-1,163.3,276.65,5
7,6,-1,198.23,109.2,6
7,7,-1,351.14,117.19,7
7,8,-1,412.3,229.98,8
7,9,-1,209.61,95.096,9
7,10,-1,214.98,109.06,10
7,11,-1,164.5,292.4,11
7,12,-1,178.6,283.33,12
8,1,1,300,293.28,1
8,2,-1,114.45,93.34,2
8,3,-1,365.47,111.13,3
8,4,-1,367.13,128.13,4
8,5,-1,161.98,273.08,5
8,6,-1,196.72,104.22,6
8,7,-1,350.36,113.53,7
8,8,-1,410.54,225.65,8
8,9,-1,208.07,90.886,9
8,10,-1,214.26,105.36,10
8,11,-1,162.91,289.14,11
8,12,-1,177.8,279.39,12
8,13,-1,423.76,225.5,13
8,14,-1,220.93,90.619,14
9,1,1,300,293.28,1
9,2,-1,113.8,96.637,2
9,3,-1,364.39,114.86,3
9,4,-1,366.39,130.27,4
9,5,-1,160.62,276.49,5
9,6,-1,195.31,106.17,6
9,7,-1,350.32,116.84,7
9,8,1,411.36,230,8
9,9,1,206.72,95.559,9
9,10,-1,212.11,107.92,10
9,11,-1,159.86,291.88,11
9,12,-1,177.28,281.68,12
9,13,1,424.91,227.6,13
9,14,1,221.23,98.696,14
9,15,1,353.32,129.34,15
9,16,-1,201.65,120.83,16
10,1,1,300,293.28,1
10,2,-1,112.68,95.605,2
10,3,-1,365.05,112.7,3
10,4,-1,366.42,129.14,4
10,5,-1,158.66,275.67,5
10,6,-1,195.06,104.86,6
10,7,-1,349.88,114.75,7
10,8,-1,409.69,228.16,8
