Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,178,199,1
1,2,1,77.286,207.36,2
1,3,-1,306.23,54.113,3
1,4,-1,112.74,86.101,4
1,5,-1,78.6,216.4,5
1,6,-1,324.47,36.119,6
1,7,-1,88.878,218.65,7
1,8,-1,103.9,95.532,8
1,9,-1,317.08,47.364,9
1,10,-1,305.41,38.971,10
1,11,-1,99.308,79.165,11
1,12,-1,93.198,90.777,12
2,1,1,179,199,1
2,2,1,57.883,187.65,2
2,3,1,290.53,37.117,3
2,4,1,94.863,68.073,4
2,5,1,59.833,198.25,5
2,6,1,307.03,17.858,6
2,7,1,71.972,200.67,7
2,8,1,86.308,77.981,8
2,9,1,299.65,30.307,9
2,10,1,287.59,19.86,10
2,11,1,81.398,61.44,11
2,12,1,75.725,73.642,12
3,1,1,179,199,1
3,2,1,64.213,193.26,2
3,3,-1,294.52,40.938,3
3,4,-1,101.29,72.265,4
3,5,-1,66.074,201.96,5
3,6,-1,313.71,20.012,6
3,7,-1,77.61,205.08,7
3,8,-1,92.41,83.434,8
3,9,-1,306.32,35.576,9
3,10,-1,293.57,24.52,10
3,11,-1,87.475,63.618,11
3,12,1,81.289,78.123,12
4,1,1,179,199,1
4,2,1,67.507,194.29,2
4,3,-1,297.68,41.879,3
4,4,-1,104.85,72.798,4
4,5,-1,68.879,203.57,5
4,6,-1,316.63,23.061,6
4,7,-1,82.811,203.62,7
4,8,-1,97.37,84.641,8
4,9,-1,309.29,36.185,9
4,10,-1,296.96,26.028,10
4,11,-1,90.118,64.482,11
4,12,-1,82.92,79.432,12
5,1,1,179,199,1
5,2,-1,65.621,190.09,2
5,3,-1,296,41.487,3
5,4,-1,103.4,72.85,4
5,5,-1,66.589,202.87,5
5,6,-1,314.38,22.28,6
5,7,-1,79.723,206.4,7
5,8,-1,97.112,86.011,8
5,9,-1,307.59,36.156,9
5,10,-1,294.83,26.363,10
5,11,-1,88.845,66.245,11
5,12,-1,80.067,78.471,12
5,13,-1,91.784,80,13
6,1,1,179,199,1
6,2,1,66.289,196.72,2
6,3,-1,296.13,45.416,3
6,4,-1,104.24,75.555,4
6,5,-1,67.451,206.61,5
6,6,-1,315.86,25.731,6
6,7,-1,80.314,210,7
6,8,-1,99.871,89.693,8
6,9,-1,307.98,37.25,9
6,10,1,298.11,30.043,10
6,11,-1,90.308,68.626,11
6,12,-1,80.073,80.245,12
6,13,-1,91.822,83.603,13
7,1,1,179,199,1
7,2,1,86.44,198.43,2
7,3,-1,316.29,48.542,3
7,4,-1,124.69,78.107,4
7,5,-1,87.186,209.6,5
7,6,-1,336.11,27.356,6
7,7,-1,101.77,211.92,7
7,8,-1,120.74,92.278,8
7,9,-1,329.26,41.792,9
7,10,-1,316.95,31.964,10
7,11,-1,110.4,71.617,11
7,12,-1,100.45,82.531,12
7,13,-1,112.26,87.153,13
8,1,1,179,199,1
8,2,-1,80.693,193.23,2
8,3,-1,310.24,43.973,3
8,4,-1,119.06,73.497,4
8,5,-1,82.061,206.33,5
8,6,-1,330.62,22.894,6
8,7,-1,96.695,207.04,7
8,8,-1,114.35,88.885,8
8,9,-1,324.1,38.604,9
8,10,-1,310.56,27.198,10
8,11,-1,104.84,65.077,11
8,12,-1,93.563,77.074,12
8,13,-1,105.79,81.056,13
9,1,1,179,199,1
9,2,-1,79.684,192.62,2
9,3,-1,304.87,43.507,3
9,4,-1,118.42,73.611,4
9,5,-1,81.429,205.85,5
9,6,-1,330.15,22.029,6
9,7,-1,95.868,207.72,7
9,8,-1,113.41,88.328,8
9,9,-1,330.13,37.99,9
9,10,-1,310.39,27.71,10
9,11,-1,103.66,65.219,11
9,12,-1,91.503,76.072,12
9,13,-1,104.54,80.58,13
9,14,-1,319.73,44.019,14
10,1,1,179,199,1
10,2,-1,78.009,190.33,2
