Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,294,64,1
1,2,1,404.2,256.63,2
1,3,-1,401.16,179.07,3
1,4,-1,108.08,101.3,4
1,5,-1,387.1,171.68,5
1,6,-1,414.21,263.27,6
1,7,-1,188.74,157.17,7
1,8,-1,106.56,88.781,8
1,9,-1,182.06,149.7,9
1,10,-1,403.35,165.85,10
1,11,-1,176.93,161.31,11
2,1,1,294,64,1
2,2,1,384.06,248.16,2
2,3,-1,382.66,171.12,3
2,4,-1,88.831,93.91,4
2,5,-1,368.27,163.89,5
2,6,1,396.06,255.72,6
2,7,-1,170.04,148.46,7
2,8,-1,88.057,81,8
2,9,-1,384.16,157.62,10
2,10,-1,158.28,154.51,11
3,1,1,294,64,1
3,2,1,390.92,249.21,2
3,3,1,389.46,173.4,3
3,4,1,94.143,94.643,4
3,5,1,374.82,162.92,5
3,6,1,401.29,255.89,6
3,7,1,175.96,149.85,7
3,8,1,94.181,81.811,8
3,9,1,391,157.8,10
3,10,1,164.59,155.45,11
4,1,1,294,64,1
4,2,1,392.34,250.01,2
4,3,-1,392.79,173.94,3
4,4,-1,97.749,95.812,4
4,5,-1,377.63,166.59,5
4,6,-1,405.03,256.01,6
4,7,1,180.61,150.69,7
4,8,1,95.157,84.461,8
4,9,-1,394.38,159.07,10
4,10,1,168,156,11
5,1,1,294,64,1
5,2,1,393,248.35,2
5,3,-1,391.5,172.17,3
5,4,-1,95.302,94.102,4
5,5,1,376.18,163.71,5
5,6,1,403.87,256.13,6
5,7,-1,178.51,148.07,7
5,8,-1,95.753,80.112,8
5,9,-1,391.99,157.81,10
5,10,-1,165.57,155.08,11
6,1,1,294,64,1
6,2,-1,395.92,248.1,2
6,3,-1,393.92,172.83,3
6,4,-1,99.913,94.243,4
6,5,1,379.57,164.8,5
6,6,-1,407.28,256.79,6
6,7,-1,181.46,149.75,7
6,8,-1,98.548,81.308,8
6,9,-1,395.26,159.34,10
6,10,-1,168.65,156.08,11
6,11,-1,173.3,141.3,12
7,1,1,294,64,1
7,2,1,414.15,249.51,2
7,3,-1,412.17,172.36,3
7,4,-1,116.72,95,4
7,5,-1,397.21,165.08,5
7,6,1,424.91,256,6
7,7,-1,199.81,150.25,7
7,8,-1,117.29,81.186,8
7,9,-1,413.1,158.55,10
7,10,-1,187.11,155.26,11
7,11,1,192.74,140.91,12
8,1,1,294,64,1
8,2,-1,408.88,244.67,2
8,3,-1,406.88,169.67,3
8,4,-1,111.52,91.296,4
8,5,1,391.54,160.48,5
8,6,-1,419.47,253.56,6
8,7,-1,194.54,146.1,7
8,8,1,109.43,78.686,8
8,9,-1,407.69,154.48,10
8,10,1,180.46,151.6,11
8,11,-1,187.98,136.15,12
9,1,1,294,64,1
9,2,1,406.71,242.18,2
9,3,-1,406.46,167.62,3
9,4,-1,111.64,89.134,4
9,5,-1,390.93,159.24,5
9,6,-1,418.92,251.17,6
9,7,-1,194.31,144.89,7
