Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,249,168,1
1,2,-1,263.74,299.15,2
1,3,-1,277.58,297.52,3
1,4,-1,240.86,290.18,4
1,5,-1,243.47,280.12,5
1,6,-1,129.46,207.04,6
1,7,-1,252.36,298.37,7
1,8,-1,139.96,202.93,8
1,9,-1,62.899,112.22,9
1,10,-1,270.11,283.78,10
1,11,-1,254.33,280.67,11
2,1,1,249,168,1
2,2,-1,252.63,286.07,2
2,3,-1,265.8,283.7,3
2,4,-1,229,275.89,4
2,5,-1,230.13,264.51,5
2,6,-1,116.21,193.02,6
2,7,-1,239.7,284.41,7
2,8,-1,128.52,189.84,8
2,9,-1,51.768,99.179,9
2,10,-1,258.27,269.72,10
2,11,-1,241.95,268.75,11
3,1,1,249,168,1
3,2,-1,257.38,286.03,2
3,3,-1,272.66,284.87,3
3,4,-1,233.94,277.33,4
3,5,-1,235.49,265.33,5
3,6,-1,121.59,194,6
3,7,-1,246.05,285.15,7
3,8,-1,132.88,190.26,8
3,9,-1,57.514,99.123,9
3,10,-1,264.44,270.09,10
3,11,-1,248.19,265.63,11
4,1,1,249,168,1
4,2,-1,259.45,289.39,2
4,3,1,275.29,287.57,3
4,4,-1,235.44,280.79,4
4,5,-1,237.39,267.67,5
4,6,-1,123.23,197.17,6
4,7,-1,246.73,288.84,7
4,8,-1,135.47,193.3,8
4,9,-1,58.898,102.33,9
4,10,-1,266.74,273.79,10
4,11,-1,248.57,272.1,11
5,1,1,247,168,1
5,2,-1,256.37,287.64,2
5,3,-1,272.06,285.63,3
5,4,-1,231.93,278.27,4
5,5,-1,233.98,264.75,5
5,6,-1,119.97,194.27,6
5,7,-1,243.68,286,7
5,8,-1,133.23,191.15,8
5,9,-1,55.885,100.38,9
5,10,-1,263.41,271.38,10
5,11,-1,245.97,269.12,11
6,1,1,252,163,1
6,2,-1,257.24,289.67,2
6,3,-1,271.39,287.07,3
6,4,-1,230.82,280.04,4
6,5,-1,233.48,266.5,5
6,6,-1,119.3,196.14,6
6,7,-1,242.02,289.26,7
6,8,-1,131.49,192.37,8
6,9,-1,54.911,102.77,9
6,10,-1,263.21,271.96,10
6,11,1,244.8,272.18,11
6,12,-1,250.31,283.53,12
7,1,1,252,163,1
7,2,-1,274.35,299.29,2
7,3,-1,289.47,296.03,3
7,4,-1,247.04,288.11,4
7,5,-1,248.49,274.72,5
7,6,-1,135.23,205.97,6
7,7,-1,257.36,299.21,7
7,8,-1,148.65,201.1,8
7,9,-1,71.136,111.03,9
7,10,-1,279.69,281.13,10
7,11,1,261.8,280.55,11
7,12,-1,266.71,293.35,12
8,1,1,252,163,1
8,2,-1,266.43,299,2
8,3,-1,282.27,294.47,3
8,4,-1,240.73,286.08,4
8,5,-1,243.03,272.72,5
8,6,-1,128.43,202.58,6
8,7,-1,250.93,297.32,7
8,8,-1,141.08,199.5,8
8,9,-1,64.428,109.24,9
8,10,-1,273.26,279.53,10
8,11,-1,255.21,277.18,11
8,12,1,260.65,290.59,12
9,1,1,252,163,1
9,2,-1,266.4,302.89,2
9,3,-1,281.72,291.3,3
9,4,-1,242.72,286.15,4
9,5,1,241.92,271.01,5
9,6,-1,126.76,201.27,6
9,7,1,249.72,298.96,7
9,8,-1,140.92,198.23,8
9,9,-1,63.701,107.89,9
9,10,1,270.72,278.78,10
9,11,-1,254.7,273.25,11
9,12,1,260.36,290.1,12
10,1,1,252,163,1
10,2,-1,273.8,304.14,2
10,3,-1,281.77,289.51,3
10,4,-1,242.57,284.9,4
10,5,-1,240.45,265.82,5
10,6,-1,127.54,198.48,6
10,7,-1,248.77,298,7
10,8,-1,140.17,197.02,8
10,9,-1,63.668,105.92,9
10,10,1,269.31,279.43,10
10,11,1,253.91,270.38,11
10,12,-1,264.25,292.1,12
10,13,-1,254.98,285.7,13
10,14,-1,262.54,305.09,14
10,15,-1,251.32,307.36,15
10,16,-1,70.382,115.26,16
11,1,1,252,163,1
11,2,-1,276.16,303.91,2
11,3,-1,285.13,286.18,3
11,4,-1,242.12,283.5,4
11,5,-1,241.69,264.78,5
11,6,-1,127.82,197.61,6
11,7,-1,249.12,295.27,7
11,8,-1,142.25,196.66,8
11,9,-1,64.79,105.55,9
11,10,1,271.65,277.94,10
11,11,1,255.41,272.61,11
11,12,-1,265.92,291.58,12
11,13,-1,256.44,286.55,13
11,14,-1,262.72,304.78,14
11,15,-1,249.63,307.72,15
11,16,-1,72.567,114.7,16
11,17,-1,237.53,274.57,17
12,1,1,242,156,1
12,2,-1,275.33,302.65,2
12,3,-1,285.13,283.7,3
12,4,-1,241.24,279.97,4
12,5,1,239.66,264.03,5
12,6,-1,128.23,194.51,6
12,7,-1,248.02,292.26,7
12,8,-1,141.68,193.84,8
12,9,-1,63.277,102.59,9
12,10,-1,270.25,273.31,10
12,11,1,253.87,268.57,11
12,12,-1,261.53,290.87,12
12,13,-1,256.43,284.51,13
12,14,-1,262.75,305.78,14
12,15,-1,248.55,303.73,15
12,16,-1,72.362,112.33,16
12,17,-1,274.9,295.42,18
13,1,1,242,156,1
13,2,1,278.25,303.83,2
13,3,-1,283.91,287.91,3
13,4,-1,241.92,283.78,4
13,5,-1,239.45,264.01,5
13,6,-1,127.82,199.3,6
13,7,-1,246.41,297.44,7
13,8,-1,141.54,197.23,8
13,9,-1,66.135,104.53,9
13,10,-1,269.5,278.98,10
13,11,1,252.99,272.08,11
13,12,-1,259.58,293.71,12
13,13,-1,256.55,287.69,13
13,14,-1,264.97,310.48,14
13,15,-1,251.5,308.27,15
13,16,-1,74.121,116.2,16
14,1,1,242,156,1
14,2,-1,281.22,301.85,2
14,3,-1,284.92,285.99,3
14,4,-1,243.63,283.57,4
14,5,-1,239.94,261.32,5
14,6,-1,127.53,199.1,6
14,7,-1,244.93,296.25,7
14,8,-1,143.13,196.31,8
14,9,-1,64.178,104.83,9
14,10,1,269.98,279.21,10
14,11,-1,254.97,270.99,11
14,12,-1,259.41,294.38,12
14,13,1,258.71,285.52,13
14,14,-1,267.42,308.67,14
14,15,-1,252.08,308.31,15
14,16,-1,76.232,116.22,16
14,17,-1,131.07,188.36,19
14,18,-1,250.75,254.06,20
14,19,-1,237.96,271.33,21
14,20,-1,271.98,291.59,22
14,21,-1,235.36,279.89,23
15,1,1,242,156,1
15,2,-1,281.06,301.96,2
15,3,-1,285.52,285.81,3
15,4,-1,237.92,281.16,4
15,5,-1,240.62,262.7,5
15,6,-1,126.73,199.28,6
15,7,-1,239.68,293.75,7
15,8,-1,141.81,197.18,8
15,9,-1,62.556,104.63,9
15,10,-1,270.86,276.53,10
15,11,-1,253.23,273.38,11
15,12,1,254,299.32,12
15,13,-1,251.08,289.51,13
15,14,-1,266.08,307.91,14
15,15,1,251.27,309.4,15
15,16,-1,74.495,115.98,16
15,17,-1,129.47,188.54,19
15,18,-1,253.29,256.13,20
15,19,-1,271.32,292.88,22
15,20,-1,225.97,280.68,23
15,21,-1,260.29,288.92,24
15,22,-1,276.51,315.2,25
16,1,1,242,156,1
16,2,-1,281.1,301.91,2
16,3,-1,284.38,286.1,3
16,4,-1,238.76,280.72,4
16,5,-1,240.25,262.18,5
16,6,-1,126.12,199.23,6
16,7,-1,239.28,298.04,7
16,8,-1,141.54,197.3,8
16,9,-1,62.923,103.1,9
16,10,-1,271.76,274.38,10
16,11,-1,254.37,271.26,11
16,12,1,255.95,298.59,12
16,13,-1,249.66,289.73,13
16,14,-1,266.15,311.84,14
16,15,-1,250.27,312,15
16,16,-1,74.296,115.46,16
16,17,-1,130,186.17,19
16,18,-1,251.28,253.14,20
16,19,-1,269.78,299.29,22
16,20,-1,226.11,281.78,23
16,21,1,265.04,288.54,24
16,22,-1,277.1,314.8,25
17,1,1,242,156,1
17,2,-1,283.34,303.96,2
17,3,-1,284.43,286.43,3
17,4,1,242.43,279.83,4
17,5,-1,240.92,261.23,5
17,6,-1,128.4,199.15,6
17,7,-1,237.66,296.75,7
17,8,-1,142.54,197.31,8
17,9,-1,63.441,104.88,9
17,10,1,270.97,274.52,10
17,11,-1,254.34,270.52,11
17,12,1,250.26,303.11,12
