sus1 50,sus1 100,sus1 50,sus1 100
0,0,0.001116109,0.002292436
0,0,0.001117617,0.002295815
0,0,0.001119128,0.002299198
0,0,0.00112064,0.002302584
0,0,0.001122154,0.002305974
0,0,0.00112367,0.002309367
0,0,0.001125189,0.002312763
0,0,0.001126709,0.002316163
0,0,0.001128231,0.002319566
0,0,0.001129755,0.002322973
0,0,0.001131282,0.002326383
0,0,0.00113281,0.002329797
0,0,0.00113434,0.002333214
0,0,0.001135873,0.002336635
0,0,0.001137407,0.002340059
0,0,0.001138944,0.002343487
0,0,0.001140483,0.002346918
0,0,0.001142024,0.002350353
0,0,0.001143567,0.002353791
0,0,0.001145112,0.002357233
0,0,0.001146659,0.002360678
0,0,0.001148208,0.002364127
0,0,0.001149759,0.002367579
0,0,0.001151313,0.002371035
0,0,0.001152869,0.002374494
0,0,0.001154426,0.002377957
0,0,0.001155987,0.002381424
0,0,0.001157549,0.002384894
0,0,0.001159113,0.002388368
0,0,0.00116068,0.002391845
0,0,0.001162249,0.002395326
0,0,0.00116382,0.002398811
0,0,0.001165393,0.002402299
0,0,0.001166968,0.002405791
0,0,0.001168546,0.002409286
0,0,0.001170126,0.002412785
0,0,0.001171709,0.002416288
0,0,0.001173293,0.002419794
0,0,0.00117488,0.002423304
0,0,0.001176469,0.002426818
0,0,0.00117806,0.002430335
0,0,0.001179654,0.002433856
0,0,0.00118125,0.002437381
0,0,0.001182849,0.002440909
0,0,0.001184449,0.002444441
0,0,0.001186052,0.002447977
0,0,0.001187658,0.002451517
0,0,0.001189266,0.00245506
0,0,0.001190876,0.002458607
0,0,0.001192488,0.002462158
0,0,0.001194103,0.002465712
0,0,0.00119572,0.00246927
0,0,0.00119734,0.002472832
0,0,0.001198962,0.002476398
0,0,0.001200587,0.002479967
0,0,0.001202214,0.00248354
0,0,0.001203843,0.002487117
0,0,0.001205475,0.002490698
0,0,0.001207109,0.002494283
0,0,0.001208746,0.002497871
0,0,0.001210385,0.002501463
0,0,0.001212027,0.002505059
0,0,0.001213671,0.002508659
0,0,0.001215317,0.002512263
0,0,0.001216967,0.00251587
0,0,0.001218618,0.002519481
0,0,0.001220273,0.002523096
0,0,0.001221929,0.002526715
0,0,0.001223589,0.002530338
0,0,0.00122525,0.002533965
0,0,0.001226915,0.002537596
0,0,0.001228582,0.00254123
0,0,0.001230251,0.002544868
0,0,0.001231923,0.00254851
0,0,0.001233598,0.002552157
0,0,0.001235275,0.002555807
0,0,0.001236955,0.002559461
0,0,0.001238638,0.002563118
0,0,0.001240323,0.00256678
0,0,0.001242011,0.002570446
0,0,0.001243701,0.002574115
0,0,0.001245394,0.002577789
0,0,0.00124709,0.002581466
0,0,0.001248788,0.002585148
0,0,0.001250489,0.002588833
0,0,0.001252193,0.002592523
0,0,0.0012539,0.002596216
0,0,0.001255609,0.002599913
0,0,0.001257321,0.002603615
0,0,0.001259035,0.00260732
0,0,0.001260752,0.002611029
0,0,0.001262472,0.002614743
0,0,0.001264195,0.00261846
0,0,0.001265921,0.002622181
0,0,0.001267649,0.002625907
0,0,0.00126938,0.002629636
0,0,0.001271114,0.002633369
0,0,0.00127285,0.002637107
0,0,0.00127459,0.002640848
0,0,0.001276332,0.002644594
0,0,0.001278077,0.002648344
0,0,0.001279825,0.002652097
0,0,0.001281575,0.002655855
0,0,0.001283329,0.002659617
0,0,0.001285085,0.002663383
0,0,0.001286844,0.002667153
0,0,0.001288606,0.002670927
0,0,0.001290371,0.002674705
0,0,0.001292139,0.002678488
0,0,0.00129391,0.002682274
0,0,0.001295683,0.002686065
0,0,0.001297459,0.002689859
0,0,0.001299239,0.002693658
0,0,0.001301021,0.002697461
0,0,0.001302806,0.002701268
0,0,0.001304594,0.00270508
0,0,0.001306385,0.002708895
0,0,0.001308179,0.002712715
0,0,0.001309976,0.002716539
0,0,0.001311776,0.002720367
0,0,0.001313579,0.002724199
0,0,0.001315385,0.002728035
0,0,0.001317193,0.002731876
0,0,0.001319005,0.00273572
0,0,0.00132082,0.002739569
0,0,0.001322638,0.002743422
0,0,0.001324459,0.00274728
0,0,0.001326283,0.002751141
0,0,0.00132811,0.002755007
0,0,0.001329939,0.002758877
0,0,0.001331772,0.002762752
0,0,0.001333608,0.00276663
0,0,0.001335448,0.002770513
0,0,0.00133729,0.0027744
0,0,0.001339135,0.002778292
0,0,0.001340983,0.002782187
0,0,0.001342835,0.002786087
0,0,0.001344689,0.002789991
0,0,0.001346547,0.0027939
0,0,0.001348408,0.002797813
0,0,0.001350272,0.00280173
0,0,0.001352139,0.002805651
0,0,0.001354009,0.002809577
0,0,0.001355883,0.002813507
0,0,0.001357759,0.002817441
0,0,0.001359639,0.00282138
0,0,0.001361522,0.002825323
0,0,0.001363408,0.002829271
0,0,0.001365297,0.002833222
0,0,0.001367189,0.002837179
0,0,0.001369085,0.002841139
0,0,0.001370984,0.002845104
0,0,0.001372886,0.002849073
0,0,0.001374791,0.002853047
0,0,0.0013767,0.002857025
0,0,0.001378612,0.002861007
0,0,0.001380527,0.002864994
0,0,0.001382445,0.002868985
0,0,0.001384367,0.002872981
0,0,0.001386292,0.002876981
0,0,0.00138822,0.002880985
0,0,0.001390151,0.002884994
0,0,0.001392086,0.002889007
0,0,0.001394024,0.002893025
0,0,0.001395966,0.002897047
0,0,0.00139791,0.002901074
0,0,0.001399858,0.002905105
0,0,0.00140181,0.00290914
0,0,0.001403764,0.00291318
0,0,0.001405723,0.002917225
0,0,0.001407684,0.002921274
0,0,0.001409649,0.002925327
0,0,0.001411617,0.002929385
0,0,0.001413589,0.002933448
0,0,0.001415564,0.002937515
0,0,0.001417542,0.002941586
0,0,0.001419524,0.002945662
0,0,0.001421509,0.002949743
0,0,0.001423498,0.002953828
0,0,0.00142549,0.002957917
0,0,0.001427485,0.002962011
0,0,0.001429484,0.00296611
0,0,0.001431487,0.002970213
0,0,0.001433493,0.002974321
0,0,0.001435502,0.002978433
0,0,0.001437515,0.00298255
0,0,0.001439531,0.002986671
0,0,0.001441551,0.002990797
0,0,0.001443574,0.002994928
0,0,0.001445601,0.002999063
0,0,0.001447631,0.003003202
0,0,0.001449665,0.003007347
0,0,0.001451703,0.003011496
0,0,0.001453743,0.003015649
0,0,0.001455788,0.003019807
0,0,0.001457836,0.00302397
0,0,0.001459888,0.003028137
0,0,0.001461943,0.003032309
0,0,0.001464001,0.003036486
0,0,0.001466064,0.003040667
0,0,0.00146813,0.003044853
0,0,0.001470199,0.003049044
0,0,0.001472272,0.003053239
0,0,0.001474349,0.003057439
0,0,0.001476429,0.003061643
0,0,0.001478513,0.003065853
0,0,0.001480601,0.003070067
0,0,0.001482692,0.003074285
0,0,0.001484787,0.003078508
0,0,0.001486885,0.003082736
0,0,0.001488988,0.003086969
0,0,0.001491093,0.003091206
0,0,0.001493203,0.003095448
0,0,0.001495316,0.003099695
0,0,0.001497433,0.003103947
0,0,0.001499554,0.003108203
0,0,0.001501678,0.003112464
0,0,0.001503806,0.00311673
0,0,0.001505938,0.003121
0,0,0.001508073,0.003125275
0,0,0.001510213,0.003129555
0,0,0.001512356,0.00313384
0,0,0.001514502,0.003138129
0,0,0.001516653,0.003142424
0,0,0.001518807,0.003146723
0,0,0.001520965,0.003151027
0,0,0.001523127,0.003155335
0,0,0.001525292,0.003159648
0,0,0.001527462,0.003163967
0,0,0.001529635,0.00316829
0,0,0.001531812,0.003172617
0,0,0.001533993,0.00317695
0,0,0.001536178,0.003181287
0,0,0.001538366,0.00318563
0,0,0.001540558,0.003189977
0,0,0.001542754,0.003194328
0,0,0.001544954,0.003198685
0,0,0.001547158,0.003203047
0,0,0.001549366,0.003207413
0,0,0.001551578,0.003211784
0,0,0.001553793,0.00321616
0,0,0.001556013,0.003220541
0,0,0.001558236,0.003224927
0,0,0.001560463,0.003229318
0,0,0.001562694,0.003233713
0,0,0.001564929,0.003238114
0,0,0.001567168,0.003242519
0,0,0.001569411,0.003246929
0,0,0.001571658,0.003251345
0,0,0.001573908,0.003255765
0,0,0.001576163,0.00326019
0,0,0.001578422,0.003264619
0,0,0.001580684,0.003269054
0,0,0.001582951,0.003273494
0,0,0.001585222,0.003277938
0,0,0.001587496,0.003282388
0,0,0.001589775,0.003286842
0,0,0.001592057,0.003291302
0,0,0.001594344,0.003295766
0,0,0.001596634,0.003300236
0,0,0.001598929,0.00330471
0,0,0.001601228,0.003309189
0,0,0.00160353,0.003313673
0,0,0.001605837,0.003318163
0,0,0.001608148,0.003322657
0,0,0.001610463,0.003327156
0,0,0.001612781,0.00333166
0,0,0.001615104,0.003336169
0,0,0.001617431,0.003340683
0,0,0.001619763,0.003345202
0,0,0.001622098,0.003349727
0,0,0.001624437,0.003354256
0,0,0.001626781,0.00335879
0,0,0.001629128,0.003363329
0,0,0.00163148,0.003367873
0,0,0.001633835,0.003372423
0,0,0.001636195,0.003376977
0,0,0.001638559,0.003381536
0,0,0.001640928,0.0033861
0,0,0.0016433,0.00339067
0,0,0.001645676,0.003395244
0,0,0.001648057,0.003399824
0,0,0.001650442,0.003404409
0,0,0.001652831,0.003408998
0,0,0.001655224,0.003413593
0,0,0.001657622,0.003418193
0,0,0.001660023,0.003422798
0,0,0.001662429,0.003427408
0,0,0.001664839,0.003432023
0,0,0.001667253,0.003436643
0,0,0.001669672,0.003441268
0,0,0.001672095,0.003445899
0,0,0.001674522,0.003450534
0,0,0.001676953,0.003455175
0,0,0.001679388,0.003459821
0,0,0.001681828,0.003464471
0,0,0.001684272,0.003469128
0,0,0.00168672,0.003473789
0,0,0.001689173,0.003478455
0,0,0.00169163,0.003483126
0,0,0.001694091,0.003487803
0,0,0.001696556,0.003492485
0,0,0.001699026,0.003497172
0,0,0.0017015,0.003501864
0,0,0.001703979,0.003506561
0,0,0.001706461,0.003511263
0,0,0.001708948,0.003515971
0,0,0.00171144,0.003520684
0,0,0.001713936,0.003525402
0,0,0.001716436,0.003530125
0,0,0.00171894,0.003534853
0,0,0.001721449,0.003539587
0,0,0.001723962,0.003544326
0,0,0.00172648,0.00354907
0,0,0.001729002,0.003553819
0,0,0.001731528,0.003558573
0,0,0.001734059,0.003563333
0,0,0.001736594,0.003568098
0,0,0.001739134,0.003572868
0,0,0.001741678,0.003577643
0,0,0.001744226,0.003582424
0,0,0.001746779,0.00358721
0,0,0.001749337,0.003592001
0,0,0.001751898,0.003596797
0,0,0.001754465,0.003601599
0,0,0.001757035,0.003606406
0,0,0.001759611,0.003611218
0,0,0.00176219,0.003616035
0,0,0.001764774,0.003620858
0,0,0.001767363,0.003625686
0,0,0.001769956,0.003630519
0,0,0.001772554,0.003635358
0,0,0.001775156,0.003640202
0,0,0.001777763,0.003645051
0,0,0.001780374,0.003649905
0,0,0.00178299,0.003654765
0,0,0.00178561,0.00365963
0,0,0.001788235,0.003664501
0,0,0.001790864,0.003669376
0,0,0.001793498,0.003674257
0,0,0.001796136,0.003679144
0,0,0.001798779,0.003684036
0,0,0.001801427,0.003688933
0,0,0.001804079,0.003693835
0,0,0.001806736,0.003698743
0,0,0.001809397,0.003703656
0,0,0.001812063,0.003708575
0,0,0.001814733,0.003713498
0,0,0.001817408,0.003718428
0,0,0.001820088,0.003723362
0,0,0.001822773,0.003728302
0,0,0.001825462,0.003733248
0,0,0.001828155,0.003738198
0,0,0.001830854,0.003743155
0,0,0.001833556,0.003748116
0,0,0.001836264,0.003753083
0,0,0.001838976,0.003758055
0,0,0.001841693,0.003763033
0,0,0.001844415,0.003768016
0,0,0.001847141,0.003773005
0,0,0.001849872,0.003777999
0,0,0.001852608,0.003782998
0,0,0.001855348,0.003788003
0,0,0.001858093,0.003793013
0,0,0.001860843,0.003798029
0,0,0.001863597,0.00380305
0,0,0.001866357,0.003808077
0,0,0.00186912,0.003813109
0,0,0.001871889,0.003818146
0,0,0.001874663,0.003823189
0,0,0.001877441,0.003828238
0,0,0.001880224,0.003833292
0,0,0.001883011,0.003838351
0,0,0.001885804,0.003843416
0,0,0.001888601,0.003848486
0,0,0.001891403,0.003853562
0,0,0.00189421,0.003858643
0,0,0.001897021,0.00386373
0,0,0.001899838,0.003868823
0,0,0.001902659,0.00387392
0,0,0.001905485,0.003879024
0,0,0.001908316,0.003884132
0,0,0.001911151,0.003889247
0,0,0.001913992,0.003894367
0,0,0.001916837,0.003899492
0,0,0.001919687,0.003904623
0,0,0.001922542,0.003909759
0,0,0.001925402,0.003914901
0,0,0.001928267,0.003920049
0,0,0.001931137,0.003925202
0,0,0.001934011,0.00393036
0,0,0.00193689,0.003935524
0,0,0.001939775,0.003940694
0,0,0.001942664,0.003945869
0,0,0.001945558,0.00395105
0,0,0.001948457,0.003956237
0,0,0.00195136,0.003961428
0,0,0.001954269,0.003966626
0,0,0.001957183,0.003971829
0,0,0.001960101,0.003977038
0,0,0.001963025,0.003982252
0,0,0.001965953,0.003987472
0,0,0.001968887,0.003992697
0,0,0.001971825,0.003997928
0,0,0.001974768,0.004003165
0,0,0.001977717,0.004008407
0,0,0.00198067,0.004013655
0,0,0.001983628,0.004018909
0,0,0.001986591,0.004024168
0,0,0.00198956,0.004029432
0,0,0.001992533,0.004034703
0,0,0.001995511,0.004039979
0,0,0.001998494,0.00404526
0,0,0.002001482,0.004050548
0,0,0.002004476,0.004055841
0,0,0.002007474,0.004061139
0,0,0.002010477,0.004066443
0,0,0.002013485,0.004071753
0,0,0.002016499,0.004077069
0,0,0.002019517,0.00408239
0,0,0.002022541,0.004087717
0,0,0.002025569,0.004093049
0,0,0.002028603,0.004098387
0,0,0.002031641,0.004103731
0,0,0.002034685,0.004109081
0,0,0.002037734,0.004114436
0,0,0.002040788,0.004119797
0,0,0.002043847,0.004125163
0,0,0.002046911,0.004130536
0,0,0.00204998,0.004135914
0,0,0.002053054,0.004141297
0,0,0.002056134,0.004146687
0,0,0.002059218,0.004152082
0,0,0.002062308,0.004157483
0,0,0.002065403,0.004162889
0,0,0.002068503,0.004168302
0,0,0.002071608,0.00417372
0,0,0.002074718,0.004179143
0,0,0.002077834,0.004184573
0,0,0.002080954,0.004190008
0,0,0.00208408,0.004195449
0,0,0.002087211,0.004200896
0,0,0.002090347,0.004206348
0,0,0.002093488,0.004211806
0,0,0.002096635,0.00421727
0,0,0.002099787,0.00422274
0,0,0.002102944,0.004228216
0,0,0.002106106,0.004233697
0,0,0.002109273,0.004239184
0,0,0.002112446,0.004244677
0,0,0.002115623,0.004250175
0,0,0.002118806,0.00425568
0,0,0.002121995,0.00426119
0,0,0.002125188,0.004266706
0,0,0.002128387,0.004272228
0,0,0.002131591,0.004277755
0,0,0.0021348,0.004283289
0,0,0.002138015,0.004288828
0,0,0.002141235,0.004294373
0,0,0.00214446,0.004299924
0,0,0.00214769,0.00430548
0,0,0.002150926,0.004311043
0,0,0.002154167,0.004316611
0,0,0.002157413,0.004322185
0,0,0.002160665,0.004327765
0,0,0.002163921,0.004333351
0,0,0.002167184,0.004338942
0,0,0.002170451,0.00434454
0,0,0.002173724,0.004350143
0,0,0.002177002,0.004355752
0,0,0.002180286,0.004361367
0,0,0.002183575,0.004366988
0,0,0.002186869,0.004372615
0,0,0.002190169,0.004378247
0,0,0.002193474,0.004383886
0,0,0.002196784,0.00438953
0,0,0.0022001,0.00439518
0,0,0.002203421,0.004400836
0,0,0.002206747,0.004406498
0,0,0.002210079,0.004412166
0,0,0.002213416,0.00441784
0,0,0.002216759,0.004423519
0,0,0.002220107,0.004429205
0,0,0.002223461,0.004434896
0,0,0.00222682,0.004440593
0,0,0.002230184,0.004446297
0,0,0.002233554,0.004452006
0,0,0.002236929,0.004457721
0,0,0.00224031,0.004463442
0,0,0.002243696,0.004469169
0,0,0.002247087,0.004474901
0,0,0.002250484,0.00448064
0,0,0.002253887,0.004486385
0,0,0.002257295,0.004492135
0,0,0.002260708,0.004497892
0,0,0.002264127,0.004503654
0,0,0.002267552,0.004509423
0,0,0.002270981,0.004515197
0,0,0.002274417,0.004520978
0,0,0.002277858,0.004526764
0,0,0.002281304,0.004532556
0,0,0.002284756,0.004538354
0,0,0.002288214,0.004544158
0,0,0.002291676,0.004549969
0,0,0.002295145,0.004555785
0,0,0.002298619,0.004561607
0,0,0.002302099,0.004567435
0,0,0.002305584,0.004573269
0,0,0.002309074,0.004579109
0,0,0.002312571,0.004584955
0,0,0.002316072,0.004590807
0,0,0.00231958,0.004596665
0,0,0.002323093,0.004602529
0,0,0.002326611,0.004608399
0,0,0.002330135,0.004614275
0,0,0.002333665,0.004620157
0,0,0.0023372,0.004626045
0,0,0.002340741,0.004631939
0,0,0.002344288,0.004637839
0,0,0.00234784,0.004643745
0,0,0.002351397,0.004649658
0,0,0.002354961,0.004655576
0,0,0.00235853,0.0046615
0,0,0.002362104,0.00466743
0,0,0.002365684,0.004673366
0,0,0.00236927,0.004679309
0,0,0.002372862,0.004685257
0,0,0.002376459,0.004691212
0,0,0.002380062,0.004697172
0,0,0.00238367,0.004703139
0,0,0.002387285,0.004709111
0,0,0.002390904,0.00471509
0,0,0.00239453,0.004721075
0,0,0.002398161,0.004727065
0,0,0.002401798,0.004733062
0,0,0.002405441,0.004739065
0,0,0.002409089,0.004745074
0,0,0.002412743,0.004751089
0,0,0.002416403,0.00475711
0,0,0.002420068,0.004763138
0,0,0.002423739,0.004769171
0,0,0.002427416,0.004775211
0,0,0.002431099,0.004781256
0,0,0.002434787,0.004787308
0,0,0.002438481,0.004793366
0,0,0.002442181,0.004799429
0,0,0.002445887,0.004805499
0,0,0.002449598,0.004811575
0,0,0.002453315,0.004817658
0,0,0.002457038,0.004823746
0,0,0.002460767,0.00482984
0,0,0.002464501,0.004835941
0,0,0.002468241,0.004842048
0,0,0.002471987,0.004848161
0,0,0.002475739,0.00485428
0,0,0.002479497,0.004860405
0,0,0.00248326,0.004866536
0,0,0.002487029,0.004872673
0,0,0.002490804,0.004878817
0,0,0.002494585,0.004884967
0,0,0.002498372,0.004891123
0,0,0.002502164,0.004897285
0,0,0.002505963,0.004903453
0,0,0.002509767,0.004909627
0,0,0.002513577,0.004915808
0,0,0.002517393,0.004921994
0,0,0.002521214,0.004928187
0,0,0.002525042,0.004934386
0,0,0.002528876,0.004940592
0,0,0.002532715,0.004946803
0,0,0.00253656,0.004953021
0,0,0.002540411,0.004959244
0,0,0.002544268,0.004965474
0,0,0.002548131,0.00497171
0,0,0.002552,0.004977953
0,0,0.002555875,0.004984201
0,0,0.002559755,0.004990456
