Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,77,118,1
1,2,1,299.14,327.02,2
1,3,1,175.46,84.728,3
1,4,1,170.51,94.278,4
1,5,-1,255.18,118.55,5
1,6,-1,250.91,201.81,6
1,7,-1,252.25,189.61,7
1,8,-1,264.1,200.23,8
1,9,-1,250.61,129.75,9
1,10,-1,240,122.61,10
1,11,-1,232.19,107.44,11
1,12,-1,266.43,183.56,12
1,13,-1,308.81,332.81,13
1,14,-1,244.84,107.19,14
1,15,-1,159.98,82.066,15
1,16,-1,255.07,177.76,16
2,1,1,63,95,1
2,2,-1,281.71,313.67,2
2,3,-1,158.81,70.897,3
2,4,-1,154.16,81.078,4
2,5,-1,238.64,105.09,5
2,6,-1,234.32,188.91,6
2,7,-1,235.69,176,7
2,8,-1,248.11,186.96,8
2,9,-1,235.05,117.25,9
2,10,-1,223.91,109.39,10
2,11,-1,216.5,94.545,11
2,12,-1,250.9,170.42,12
2,13,-1,293.02,318.86,13
2,14,-1,229.3,94.009,14
2,15,-1,144.97,69,15
2,16,-1,238.55,164.78,16
3,1,1,86,153,1
3,2,1,287.75,314.2,2
3,3,-1,165.18,71.81,3
3,4,-1,160.11,82.518,4
3,5,-1,244.37,106.23,5
3,6,-1,240.09,190.34,6
3,7,-1,241.82,176.91,7
3,8,-1,254.17,188.07,8
3,9,-1,241.38,118.26,9
3,10,-1,229.24,110.69,10
3,11,-1,222.47,96.427,11
3,12,-1,257.09,171,12
3,13,-1,299.14,320.42,13
3,14,-1,236.76,95.351,14
3,15,-1,150.83,69.948,15
3,16,-1,243.83,164.43,16
4,1,1,78,152,1
4,2,-1,288.47,315.47,2
4,3,-1,167.66,72.239,3
4,4,-1,162.68,83.507,4
4,5,-1,247.01,106.37,5
4,6,-1,242.19,190.87,6
4,7,-1,243.43,177.62,7
4,8,-1,256.02,188.71,8
4,9,-1,243.05,119.26,9
4,10,-1,231.49,110.78,10
4,11,-1,223.88,97.087,11
4,12,-1,259.56,171.95,12
4,13,-1,301.65,320.74,13
4,14,-1,238.05,96.752,14
4,15,-1,152.54,69.967,15
4,16,-1,246.39,165.59,16
5,1,1,85,150,1
5,2,-1,287.32,312.6,2
5,3,-1,167.05,70.059,3
5,4,-1,160.85,81.488,4
5,5,-1,246.25,104.03,5
5,6,-1,241.02,189.85,6
5,7,-1,242.07,174.95,7
5,8,-1,255.22,186.86,8
5,9,-1,241.98,118.11,9
5,10,-1,230.13,108.7,10
5,11,-1,222.78,94.657,11
5,12,-1,258.32,169.46,12
5,13,-1,300.4,318.64,13
5,14,-1,236.94,93.916,14
5,15,-1,151.52,67.65,15
5,16,-1,245.68,162.4,16
6,1,1,64,130,1
6,2,-1,288.33,315.45,2
6,3,-1,168.58,72.798,3
6,4,-1,162.66,84.266,4
6,5,-1,247.46,107.09,5
6,6,-1,242.4,192.19,6
6,7,-1,243.61,177.62,7
6,8,-1,257.08,189.87,8
6,9,-1,244.11,121.52,9
6,10,-1,231.32,111.68,10
6,11,-1,224.33,98.071,11
6,12,-1,260.73,172.01,12
6,13,-1,302.08,321.42,13
6,14,-1,238.3,95.935,14
6,15,-1,153.02,70.125,15
6,16,-1,245.29,166.8,16
7,1,1,92,171,1
7,2,-1,307.67,320.02,2
7,3,-1,186.66,77.257,3
7,4,-1,180.35,89.257,4
7,5,-1,265.9,111.54,5
7,6,-1,259.46,195.63,6
7,7,-1,260.91,182.12,7
7,8,-1,274.75,194.91,8
7,9,-1,261.16,125.51,9
7,10,-1,249.29,115.66,10
7,11,-1,242.57,103.28,11
7,12,-1,278.59,176.97,12
7,13,-1,319.96,326.38,13
7,14,-1,255.83,101.48,14
7,15,1,170.91,75.135,15
7,16,-1,264.75,170.24,16
8,1,1,96,169,1
8,2,-1,302.42,314.22,2
8,3,-1,183.06,71.021,3
8,4,-1,176.43,83.358,4
8,5,-1,261.96,105.16,5
8,6,-1,255.84,189.78,6
8,7,-1,257.25,175.86,7
8,8,-1,270.84,187.98,8
8,9,-1,257.19,119.83,9
8,10,-1,245.25,109.63,10
8,11,-1,238.17,96.88,11
8,12,-1,275.03,170.97,12
8,13,-1,316.44,320.33,13
8,14,-1,251.6,94.505,14
8,15,-1,166.79,69.034,15
8,16,-1,261.67,161.81,16
8,17,-1,263.08,95.162,17
9,1,1,57,139,1
9,2,-1,301.88,311.12,2
9,3,-1,182.15,68.43,3
9,4,-1,175.78,81.019,4
9,5,-1,263.67,99.865,5
9,6,-1,255.03,186.83,6
9,7,-1,255.83,173.32,7
9,8,-1,270.12,185.62,8
9,9,-1,256.34,117.13,9
9,10,-1,244.18,106.95,10
9,11,-1,238.4,93.888,11
9,12,-1,273.92,167.99,12
9,13,-1,316.07,316.92,13
9,14,-1,250.27,92.532,14
9,15,-1,165.98,66.104,15
9,16,1,259.57,159.52,16
9,17,-1,262.33,87.493,17
9,18,-1,280.32,192.26,18
10,1,1,77,147,1
10,2,-1,300.88,309.6,2
10,3,-1,181.75,67.379,3
10,4,-1,177.11,81.091,4
10,5,-1,265.97,96.445,5
10,6,-1,254.79,185.52,6
10,7,-1,251.88,171.09,7
10,8,-1,269.76,184.25,8
10,9,-1,255.06,116.1,9
10,10,-1,241.96,106.78,10
10,11,-1,237.82,93.581,11
10,12,-1,273,167.34,12
10,13,-1,315.04,316.75,13
10,14,-1,249.9,91.918,14
10,15,-1,165.21,66,15
10,16,-1,260.02,158.66,16
10,17,-1,261,83.792,17
10,18,-1,280.88,192.39,18
10,19,-1,264.92,109.22,19
10,20,-1,257.72,104.06,20
10,21,-1,269.38,373.17,21
10,22,-1,281.12,382.35,22
10,23,-1,168.11,81.194,23
11,1,1,67,146,1
11,2,-1,300.86,310.61,2
11,3,-1,180.79,68.26,3
11,4,-1,177.86,81.937,4
11,5,-1,267.98,97.907,5
11,6,-1,253.28,185.04,6
11,7,-1,246.32,171.44,7
11,8,-1,269.17,185.34,8
11,9,-1,254.4,117.08,9
11,10,-1,241.79,107.56,10
11,11,-1,236.42,92.947,11
11,12,-1,274.01,169.17,12
11,13,-1,314.6,317.32,13
11,14,-1,248.56,93.045,14
11,15,-1,165.19,65.887,15
11,16,-1,258.33,160.95,16
11,17,-1,260.56,85.764,17
11,18,-1,281.38,193.58,18
11,19,-1,267.33,110.51,19
11,20,-1,257.04,103.96,20
11,21,-1,270.61,373.93,21
11,22,-1,281.58,383.28,22
11,23,-1,165.61,80.425,23
11,24,-1,259.8,175.31,24
11,25,-1,169.69,90,25
11,26,-1,261.75,193.39,26
11,27,-1,268.15,155.87,27
12,1,1,75,146,1
12,2,-1,299.48,311.22,2
12,3,-1,180.58,69,3
12,4,-1,178.11,82.97,4
12,5,-1,268.82,98.154,5
12,6,-1,251.9,185.98,6
12,7,-1,245.07,169.39,7
12,8,-1,268.34,187.14,8
12,9,-1,253.77,118.45,9
12,10,-1,241.12,108.42,10
12,11,-1,234.92,92.804,11
12,12,-1,272.98,170.96,12
12,13,-1,314.79,318.4,13
12,14,-1,246.87,94.237,14
12,15,-1,164.75,66.188,15
12,16,-1,258.11,161.96,16
12,17,-1,258.61,86.511,17
12,18,-1,281.89,193.33,18
12,19,-1,267.09,111.75,19
12,20,-1,257.05,104.51,20
12,21,-1,270.01,376.69,21
12,22,-1,280.52,383.75,22
12,23,-1,164.92,82.721,23
12,24,-1,257.4,176.08,24
12,25,-1,169.71,92.493,25
12,26,-1,259.35,196.63,26
12,27,-1,270.44,155.97,27
12,28,-1,302.16,319.89,28
13,1,1,85,142,1
13,2,-1,299.66,309.23,2
13,3,-1,180.98,67.327,3
13,4,-1,179.19,82.078,4
13,5,-1,269.14,97.22,5
13,6,-1,251.25,184.7,6
13,7,-1,245.43,165.31,7
13,8,-1,268.4,185.79,8
13,9,-1,254.56,118.7,9
13,10,-1,242.16,107.09,10
13,11,-1,234.44,96.984,11
13,12,-1,273,169.2,12
13,13,-1,315.85,316.05,13
13,14,-1,244.41,90.771,14
13,15,-1,164.99,64.33,15
13,16,-1,258.57,160.12,16
13,17,-1,260.41,84.5,17
13,18,-1,283.31,191.92,18
13,19,-1,269.27,111.86,19
13,20,-1,257.31,104.56,20
13,21,-1,270.14,374.51,21
13,22,-1,281.21,382.73,22
13,23,-1,164.86,80.17,23
13,24,-1,256.48,174.3,24
