Frame_number, Cell_number, Cell_colour, Position_X, Position_Y, Unique_cell_number
1,1,1,369,43,1
1,2,1,565.82,157.45,2
1,3,1,280.55,149.6,3
1,4,-1,296.94,152.11,4
1,5,-1,57.457,56.049,5
1,6,-1,88.27,54.779,6
1,7,-1,60.508,67.41,7
1,8,-1,71.476,59.786,8
1,9,-1,146.19,140.35,9
1,10,-1,290.36,137.63,10
1,11,-1,487.65,99.48,11
1,12,-1,63.379,45.94,12
1,13,-1,495.29,89.703,13
1,14,-1,78.01,39.512,14
1,15,-1,88.875,44.979,15
1,16,-1,153.43,149.47,16
2,1,1,369,43,1
2,2,1,549.75,143.38,2
2,3,-1,265.92,138.63,3
2,4,-1,279.62,138.74,4
2,5,-1,40.391,43.681,5
2,6,1,69.746,41.619,6
2,7,-1,43.625,55.025,7
2,8,-1,54.329,46.752,8
2,9,-1,130,126.04,9
2,10,-1,273.14,124.35,10
2,11,-1,470.2,85.885,11
2,12,-1,46.234,31.953,12
2,13,-1,478.12,75.907,13
2,14,1,60.147,29.309,14
2,15,1,70.455,31.886,15
2,16,-1,136.36,137.13,16
3,1,1,369,43,1
3,2,1,557.03,143.47,2
3,3,-1,271.22,136.81,3
3,4,-1,285.98,139.48,4
3,5,-1,46.813,43,5
3,6,-1,77.145,41.839,6
3,7,-1,49.034,55.438,7
3,8,-1,60.519,46.05,8
3,9,1,133.77,129.21,9
3,10,-1,279.8,124.17,10
3,11,-1,476.38,85.485,11
3,12,-1,52.365,29.058,12
3,13,-1,486.22,74.602,13
3,14,-1,66.284,28.103,14
3,15,-1,77.702,30.66,15
3,16,-1,142.13,138.1,16
4,1,1,369,43,1
4,2,1,558.87,143.4,2
4,3,-1,275.15,139.05,3
4,4,-1,288.9,139.17,4
4,5,-1,49.857,43.39,5
4,6,-1,80.47,41.563,6
4,7,-1,52.538,54.813,7
4,8,-1,63.453,45.693,8
4,9,-1,138.69,127.59,9
4,10,-1,283,123.9,10
4,11,-1,478.99,86.13,11
4,12,-1,55.993,31.254,12
4,13,-1,487.97,76.134,13
4,14,-1,68.352,26.261,14
4,15,-1,80.952,31.595,15
4,16,-1,146.17,136.95,16
5,1,1,369,45,1
5,2,1,556.29,143.53,2
5,3,-1,271.26,137.07,3
5,4,-1,287.06,138.57,4
5,5,-1,47.025,42.532,5
5,6,-1,77.408,41.169,6
5,7,-1,50.219,54.375,7
5,8,-1,60.714,45.878,8
5,9,-1,135.88,126.29,9
5,10,-1,280.1,123.45,10
